P_heavy,P_orig,S_sensitivity,claim_id,cos_del,cos_heavy,cos_z,fve_del,fve_heavy,fve_z,pilot_id
0.012721509859948688,0.0004616823558754035,-0.012259827504073284,0,0.9614215893907934,0.9637807094293562,0.961507205336478,0.7919666558192002,0.8046881656791489,0.7924283381750756,0
0.008089441643710837,-0.004170385860362447,-0.012259827504073284,1,0.9622805758687523,0.9637807094293562,0.961507205336478,0.7965987240354381,0.8046881656791489,0.7924283381750756,0
0.017785021587963357,0.005525194083890073,-0.012259827504073284,2,0.9604825945612043,0.9637807094293562,0.961507205336478,0.7869031440911856,0.8046881656791489,0.7924283381750756,0
0.009966386750151157,-0.002293440753922127,-0.012259827504073284,3,0.9619325087870432,0.9637807094293562,0.961507205336478,0.7947217789289978,0.8046881656791489,0.7924283381750756,0
0.015271956492290184,0.0030121289882169,-0.012259827504073284,4,0.9609486258963748,0.9637807094293562,0.961507205336478,0.7894162091868587,0.8046881656791489,0.7924283381750756,0
0.012557143421230488,0.00029731591715720374,-0.012259827504073284,5,0.9614520700619964,0.9637807094293562,0.961507205336478,0.7921310222579184,0.8046881656791489,0.7924283381750756,0
0.008835152711113459,-0.0034246747929598254,-0.012259827504073284,6,0.9621422886731713,0.9637807094293562,0.961507205336478,0.7958530129680355,0.8046881656791489,0.7924283381750756,0
0.0019545053218922304,-0.000747265476198189,-0.0027017707980904193,7,0.9616457807869107,0.9620082308986596,0.961507205336478,0.7931756036512738,0.795130108973166,0.7924283381750756,0
0.003332062768486743,0.0006302919703963239,-0.0027017707980904193,8,0.9613903218506437,0.9620082308986596,0.961507205336478,0.7917980462046793,0.795130108973166,0.7924283381750756,0
0.004291722895919392,0.0015899520978289727,-0.0027017707980904193,9,0.9612123592139944,0.9620082308986596,0.961507205336478,0.7908383860772467,0.795130108973166,0.7924283381750756,0
0.0036458848837553903,0.000944114085664971,-0.0027017707980904193,10,0.961332125610667,0.9620082308986596,0.961507205336478,0.7914842240894107,0.795130108973166,0.7924283381750756,0
0.008392827031302619,0.0056910562332121994,-0.0027017707980904193,11,0.9604518365203418,0.9620082308986596,0.961507205336478,0.7867372819418634,0.795130108973166,0.7924283381750756,0
