pilot_id,claim_id,cos_z,cos_del,cos_heavy,fve_z,fve_del,fve_heavy,P_orig,P_heavy,S_sensitivity
0,0,0.961507205336478,0.9614215893907934,0.9637807094293562,0.7758346466860112,0.7753360565243593,0.7890745491845379,0.0004985901616518795,0.01373849266017857,-0.01323990249852669
0,1,0.961507205336478,0.9622805758687523,0.9637807094293562,0.7758346466860112,0.7803384214866018,0.7890745491845379,-0.00450377480059061,0.00873612769793608,-0.01323990249852669
0,2,0.961507205336478,0.9604825945612043,0.9637807094293562,0.7758346466860112,0.7698677575979032,0.7890745491845379,0.005966889088108052,0.01920679158663474,-0.01323990249852669
0,3,0.961507205336478,0.9619325087870432,0.9637807094293562,0.7758346466860112,0.7783114296552649,0.7890745491845379,-0.002476782969253688,0.010763119529273002,-0.01323990249852669
0,4,0.961507205336478,0.9609486258963748,0.9637807094293562,0.7758346466860112,0.772581722115602,0.7890745491845379,0.0032529245704091547,0.016492827068935845,-0.01323990249852669
0,5,0.961507205336478,0.9614520700619964,0.9637807094293562,0.7758346466860112,0.7755135627430998,0.7890745491845379,0.0003210839429114154,0.013560986441438105,-0.01323990249852669
0,6,0.961507205336478,0.9621422886731713,0.9637807094293562,0.7758346466860112,0.7795330967933136,0.7890745491845379,-0.003698450107302409,0.009541452391224281,-0.01323990249852669
0,7,0.961507205336478,0.9616457807869107,0.9620082308986596,0.7758346466860112,0.7766416500506256,0.7787524024152985,-0.0008070033646143671,0.002110752364672952,-0.002917755729287319
0,8,0.961507205336478,0.9613903218506437,0.9620082308986596,0.7758346466860112,0.775153967921903,0.7787524024152985,0.0006806787641081558,0.003598434493395475,-0.002917755729287319
0,9,0.961507205336478,0.9612123592139944,0.9620082308986596,0.7758346466860112,0.7741175906551993,0.7787524024152985,0.0017170560308119587,0.004634811760099278,-0.002917755729287319
0,10,0.961507205336478,0.961332125610667,0.9620082308986596,0.7758346466860112,0.7748150582425738,0.7787524024152985,0.0010195884434374136,0.003937344172724733,-0.002917755729287319
0,11,0.961507205336478,0.9604518365203418,0.9620082308986596,0.7758346466860112,0.7696886360984783,0.7787524024152985,0.006146010587532946,0.009063766316820265,-0.002917755729287319
0,12,0.961507205336478,0.9614413597723842,0.9620082308986596,0.7758346466860112,0.7754511906582461,0.7787524024152985,0.00038345602776512777,0.003301211757052447,-0.002917755729287319
0,13,0.961507205336478,0.9629021411907268,0.9637924298837586,0.7758346466860112,0.7839581485349002,0.7891428040313233,-0.008123501848888992,0.005184655496423107,-0.0133081573453121
