pilot_id,claim_id,cos_z,cos_del,d_cos,fve_z,fve_del,fve_drop
0,0,0.961507205336478,0.9614215893907934,8.561594568468056e-05,0.7758346466860112,0.7753360565243593,0.0004985901616518795
0,1,0.961507205336478,0.9622805758687523,-0.0007733705322742201,0.7758346466860112,0.7803384214866018,-0.00450377480059061
0,2,0.961507205336478,0.9604825945612043,0.0010246107752737155,0.7758346466860112,0.7698677575979032,0.005966889088108052
0,3,0.961507205336478,0.9619325087870432,-0.00042530345056512875,0.7758346466860112,0.7783114296552649,-0.002476782969253688
0,4,0.961507205336478,0.9609486258963748,0.0005585794401032906,0.7758346466860112,0.772581722115602,0.0032529245704091547
0,5,0.961507205336478,0.9614520700619964,5.513527448164357e-05,0.7758346466860112,0.7755135627430998,0.0003210839429114154
0,6,0.961507205336478,0.9621422886731713,-0.0006350833366932651,0.7758346466860112,0.7795330967933136,-0.003698450107302409
0,7,0.961507205336478,0.9616457807869107,-0.00013857545043260977,0.7758346466860112,0.7766416500506256,-0.0008070033646143671
0,8,0.961507205336478,0.9613903218506437,0.00011688348583438479,0.7758346466860112,0.775153967921903,0.0006806787641081558
0,9,0.961507205336478,0.9612123592139944,0.0002948461224836496,0.7758346466860112,0.7741175906551993,0.0017170560308119587
0,10,0.961507205336478,0.961332125610667,0.0001750797258109893,0.7758346466860112,0.7748150582425738,0.0010195884434374136
0,11,0.961507205336478,0.9604518365203418,0.0010553688161362151,0.7758346466860112,0.7696886360984783,0.006146010587532946
0,12,0.961507205336478,0.9614413597723842,6.584556409383602e-05,0.7758346466860112,0.7754511906582461,0.00038345602776512777
0,13,0.961507205336478,0.9629021411907268,-0.0013949358542487689,0.7758346466860112,0.7839581485349002,-0.008123501848888992
0,14,0.961507205336478,0.9443496018133076,0.017157603523170417,0.7758346466860112,0.6759161998854295,0.0999184468005817
0,15,0.961507205336478,0.9555241331789184,0.005983072157559666,0.7758346466860112,0.7409918275083887,0.03484281917762255
0,16,0.961507205336478,0.7705409161616135,0.19096628917486458,0.7758346466860112,-0.33627025653402653,1.1121049032200379
0,17,0.961507205336478,0.9600686419912846,0.0014385633451934332,0.7758346466860112,0.7674570772380481,0.008377569447963085
0,18,0.961507205336478,0.9621104017149898,-0.0006031963785118055,0.7758346466860112,0.7793474009686967,-0.003512754282685493
0,19,0.961507205336478,0.9614495047439848,5.770059249321502e-05,0.7758346466860112,0.7754986234428112,0.0003360232432000343
0,20,0.961507205336478,0.9608278779631175,0.0006793273733605165,0.7758346466860112,0.7718785384845577,0.003956108201453534
0,21,0.961507205336478,0.9611825048996883,0.0003247004367897821,0.7758346466860112,0.7739437320675628,0.0018909146184483694
0,22,0.961507205336478,0.9600190334747508,0.0014881718617272277,0.7758346466860112,0.7671681787381239,0.00866646794788728
0,23,0.961507205336478,0.9604432000831712,0.0010640052533068545,0.7758346466860112,0.7696383412314348,0.00619630545457639
1,3,0.9632354235735836,0.9601007607544938,0.0031346628190898063,0.785899040687821,0.7676441229946821,0.018254917693138917
1,4,0.9632354235735836,0.9603203529659601,0.0029150706076235267,0.785899040687821,0.768922932862831,0.01697610782499004
1,5,0.9632354235735836,0.9603822708811307,0.0028531526924528983,0.785899040687821,0.7692835159655134,0.01661552472230765
1,6,0.9632354235735836,0.9599836639542374,0.003251759619346206,0.785899040687821,0.7669622019798308,0.018936838707990233
1,7,0.9632354235735836,0.959208957224424,0.0040264663491595964,0.785899040687821,0.7624506457438811,0.02344839494393991
1,8,0.9632354235735836,0.9606846819292121,0.0025507416443715236,0.785899040687821,0.771044626844362,0.01485441384345898
1,9,0.9632354235735836,0.9505814691352291,0.012653954438354487,0.785899040687821,0.7122078942722827,0.07369114641553831
1,10,0.9632354235735836,0.9596913695471904,0.0035440540263932396,0.785899040687821,0.7652600060338063,0.020639034654014732
1,11,0.9632354235735836,0.8913051201935618,0.07193030338002182,0.785899040687821,0.36700812845054165,0.41889091223727937
1,12,0.9632354235735836,0.9571033345614783,0.0061320890121052685,0.785899040687821,0.7501884119333424,0.03571062875447861
1,16,0.9632354235735836,0.9605933300543235,0.002642093519260147,0.785899040687821,0.7705126331169824,0.015386407570838645
1,17,0.9632354235735836,0.9595494605791479,0.0036859629944356875,0.785899040687821,0.7644335897073813,0.021465450980439726
1,18,0.9632354235735836,0.9596386268840583,0.0035967966895252834,0.785899040687821,0.7649528556224354,0.020946185065385592
1,19,0.9632354235735836,0.9599470285823923,0.003288394991191268,0.785899040687821,0.766748853452003,0.01915018723581796
2,0,0.937791318442546,0.9356255854971551,0.002165732945390908,0.6377235998990944,0.6251113098554366,0.012612290043657826
2,1,0.937791318442546,0.9395509258518695,-0.0017596074093234604,0.6377235998990944,0.6479707908358102,-0.010247190936715778
2,2,0.937791318442546,0.9378591621162158,-6.784367366974298e-05,0.6377235998990944,0.6381186920510474,-0.0003950921519529915
2,3,0.937791318442546,0.938431307191589,-0.000639988749042919,0.6377235998990944,0.6414506170019117,-0.0037270171028173094
2,4,0.937791318442546,0.9375718985630405,0.00021941987950557795,0.6377235998990944,0.6364457936175959,0.0012778062814985391
2,5,0.937791318442546,0.9381816956522937,-0.000390377209747661,0.6377235998990944,0.6399969875788865,-0.002273387679792016
2,6,0.937791318442546,0.9390698049956461,-0.0012784865531000333,0.6377235998990944,0.6451689514873085,-0.007445351588214022
2,7,0.937791318442546,0.9391057903679776,-0.0013144719254315484,0.6377235998990944,0.6453785146996796,-0.007654914800585111
2,8,0.937791318442546,0.9377556080001653,3.571044238070975e-05,0.6377235998990944,0.6375156377596018,0.00020796213949259013
2,9,0.937791318442546,0.9373699864042615,0.0004213320382845387,0.6377235998990944,0.6352699447137498,0.002453655185344683
2,10,0.937791318442546,0.9422089705714333,-0.004417652128887228,0.6377235998990944,0.6634500912839548,-0.025726491384860384
2,11,0.937791318442546,0.9392265022786458,-0.0014351838360997515,0.6377235998990944,0.6460814885507777,-0.008357888651683298
2,12,0.937791318442546,0.8027852617536843,0.1350060566888618,0.6377235998990944,-0.14849316252960887,0.7862167624287033
2,13,0.937791318442546,0.9381013977962765,-0.000310079353730508,0.6377235998990944,0.6395293676665941,-0.001805767767499633
2,14,0.937791318442546,0.9348271185737993,0.002964199868746742,0.6377235998990944,0.6204613845499817,0.017262215349112764
2,15,0.937791318442546,0.9364068237239829,0.0013844947185631673,0.6377235998990944,0.6296609026992421,0.008062697199852309
2,16,0.937791318442546,0.9375262203036515,0.00026509813889452616,0.6377235998990944,0.6361797832319069,0.001543816667187503
2,17,0.937791318442546,0.9377773145346939,1.4003907852111475e-05,0.6377235998990944,0.637642047209068,8.155269002640964e-05
2,18,0.937791318442546,0.9369258685689117,0.0008654498736343497,0.6377235998990944,0.6326835949216787,0.005040004977415746
3,0,0.9452799688332187,0.9446464115424801,0.0006335572907386622,0.6813342541876207,0.6776446911105685,0.0036895630770522603
3,1,0.9452799688332187,0.9463037543664248,-0.0010237855332060342,0.6813342541876207,0.6872963374235871,-0.0059620832359663645
3,2,0.9452799688332187,0.9449867712626012,0.0002931975706175205,0.6813342541876207,0.6796267986083935,0.0017074555792272461
3,3,0.9452799688332187,0.9447895469649985,0.0004904218682202366,0.6813342541876207,0.6784782497763152,0.0028560044113055127
3,4,0.9452799688332187,0.9388847351482532,0.006395233684965529,0.6813342541876207,0.6440911849055045,0.03724306928211618
3,5,0.9452799688332187,0.9451191380949776,0.00016083073824113558,0.6813342541876207,0.680397645672268,0.0009366085153527104
3,6,0.9452799688332187,0.9442439074386205,0.00103606139459822,0.6813342541876207,0.6753006816552738,0.006033572532346931
3,7,0.9452799688332187,0.9458422706993308,-0.0005623018661120582,0.6813342541876207,0.6846088565538027,-0.0032746023661819335
3,8,0.9452799688332187,0.9462459549246369,-0.0009659860914181806,0.6813342541876207,0.6869597385249364,-0.005625484337315689
3,10,0.9452799688332187,0.9439632894652604,0.0013166793679583177,0.6813342541876207,0.6736664841984668,0.007667769989153972
3,11,0.9452799688332187,0.9447960416974073,0.0004839271358114683,0.6813342541876207,0.6785160722830419,0.0028181819045788314
3,12,0.9452799688332187,0.9449336394271874,0.00034632940603129825,0.6813342541876207,0.6793173818263213,0.0020168723612994377
3,13,0.9452799688332187,0.8429854990289163,0.10229446980430246,0.6813342541876207,0.08561559654805817,0.5957186576395626
3,14,0.9452799688332187,0.9460558342947549,-0.0007758654615361849,0.6813342541876207,0.6858525583749288,-0.004518304187308031
3,16,0.9452799688332187,0.9368768625254243,0.008403106307794395,0.6813342541876207,0.6323982049636647,0.048936049223956
3,17,0.9452799688332187,0.9458333415265742,-0.000553372693355425,0.6813342541876207,0.6845568569215783,-0.0032226027339575802
4,0,0.9627785814978457,0.9628247696214864,-4.6188123640766854e-05,0.783238590434425,0.783507570048541,-0.0002689796141159828
4,1,0.9627785814978457,0.9625091984760484,0.0002693830217972426,0.783238590434425,0.7816698204662835,0.0015687699681414813
4,2,0.9627785814978457,0.9628084270723991,-2.9845574553433174e-05,0.783238590434425,0.7834123981255295,-0.00017380769110453276
4,3,0.9627785814978457,0.9629704010039238,-0.00019181950607816134,0.783238590434425,0.784355664103105,-0.0011170736686799687
4,4,0.9627785814978457,0.9631173538774034,-0.0003387723795577058,0.783238590434425,0.7852114539487631,-0.001972863514338119
4,5,0.9627785814978457,0.9628132925126348,-3.4711014789134964e-05,0.783238590434425,0.7834407323407768,-0.00020214190635181595
4,6,0.9627785814978457,0.9623904936632558,0.0003880878345898786,0.783238590434425,0.780978535083335,0.0022600553510899735
4,7,0.9627785814978457,0.9630838565141656,-0.00030527501631993914,0.783238590434425,0.785016379823049,-0.0017777893886239404
4,8,0.9627785814978457,0.9626547829232006,0.00012379857464506205,0.783238590434425,0.7825176411900882,0.0007209492443368548
4,9,0.9627785814978457,0.9623615092647856,0.00041707223306008956,0.783238590434425,0.7808097425085048,0.002428847925920241
4,10,0.9627785814978457,0.9603388336264529,0.0024397478713927834,0.783238590434425,0.7690305562200088,0.014208034214416188
4,11,0.9627785814978457,0.9603518674685289,0.0024267140293168232,0.783238590434425,0.7691064596673822,0.014132130767042783
4,15,0.9627785814978457,0.7820067583305684,0.18077182316727725,0.783238590434425,-0.26949816104671354,1.0527367514811385
4,16,0.9627785814978457,0.9634985610364322,-0.0007199795385864904,0.783238590434425,0.7874314392274754,-0.004192848793050374
4,17,0.9627785814978457,0.9623250316826644,0.0004535498151813089,0.783238590434425,0.7805973128796425,0.002641277554782495
4,18,0.9627785814978457,0.9618065897400037,0.0009719917578420167,0.783238590434425,0.7775781316987171,0.005660458735707863
4,19,0.9627785814978457,0.9632646039773605,-0.0004860224795147916,0.783238590434425,0.7860689747126084,-0.0028303842781833843
4,20,0.9627785814978457,0.9620597922256724,0.0007187892721732814,0.783238590434425,0.7790526732371028,0.004185917197322198
5,0,0.9350431693358445,0.9343445622712969,0.0006986070645476072,0.6217195705515692,0.6176511857844749,0.0040683847670943685
