pilot_id,claim_id,cos_z,cos_del,cos_light,cos_heavy,fve_light_released,fve_heavy_released,P_orig_released,P_light_released,P_heavy_released,P_avg_released,noise_light_released,noise_heavy_released,fve_light_local,fve_heavy_local,P_orig_local,P_light_local,P_heavy_local,P_avg_local,noise_light_local,noise_heavy_local
0,0,0.9216184765643882,0.9149685173318142,0.9225544371881873,0.9180541074457044,0.7888328212356845,0.7765619834920365,0.018132131513494354,0.020684171387520434,0.008413333643872423,0.01574321218162907,-0.0025520398740260797,0.009718797869621931,0.7504891279648297,0.7359901540052596,0.021424560257244263,0.02443999901132965,0.009941025051759533,0.01860186144011115,-0.0030154387540853866,0.01148353520548473
0,1,0.9216184765643882,0.9198799417562851,0.9225544371881873,0.9180541074457044,0.7888328212356845,0.7765619834920365,0.004740381208188649,0.007292421082214728,-0.0049784166614332825,0.002351461876323365,-0.0025520398740260797,0.009718797869621931,0.7504891279648297,0.7359901540052596,0.005601138661583072,0.008616577415668458,-0.005882396543901658,0.002778439844449957,-0.0030154387540853866,0.01148353520548473
0,2,0.9216184765643882,0.9223267952410534,0.9225544371881873,0.9180541074457044,0.7888328212356845,0.7765619834920365,-0.001931339268344101,0.0006207006056819786,-0.011650137137966032,-0.004320258600209385,-0.0025520398740260797,0.009718797869621931,0.7504891279648297,0.7359901540052596,-0.002282031458961553,0.0007334072951238335,-0.013765566664446283,-0.005104730276094667,-0.0030154387540853866,0.01148353520548473
0,3,0.9216184765643882,0.9210274493789842,0.9225544371881873,0.9180541074457044,0.7888328212356845,0.7765619834920365,0.0016115260679047116,0.004163565941930791,-0.00810727180171722,-0.0007773932639605722,-0.0025520398740260797,0.009718797869621931,0.7504891279648297,0.7359901540052596,0.0019041466427842657,0.004919585396869652,-0.009579388562700464,-0.0009185521743488486,-0.0030154387540853866,0.01148353520548473
0,4,0.9216184765643882,0.9167691822939008,0.9225544371881873,0.9180541074457044,0.7888328212356845,0.7765619834920365,0.013222342932481035,0.015774382806507115,0.0035035450628591036,0.010833423600615752,-0.0025520398740260797,0.009718797869621931,0.7504891279648297,0.7359901540052596,0.015623253266614734,0.01863869202070012,0.004139718061130004,0.012800554449481619,-0.0030154387540853866,0.01148353520548473
0,6,0.9216184765643882,0.9203099071382369,0.9227505997237403,0.9203458530310065,0.7893676884082899,0.782810778543985,0.003568014795232055,0.006654921841863448,9.801197755854307e-05,0.0034403162048846823,-0.003086907046631393,0.003470002817673512,0.7511211162095971,0.7433736039888428,0.004215894194363967,0.007863321193216755,0.00011580897246243893,0.004065008120014387,-0.0036474269988527874,0.004100085221901528
0,8,0.9216184765643882,0.921459963758763,0.9227505997237403,0.9203458530310065,0.7893676884082899,0.782810778543985,0.00043220942229094117,0.003519116468922334,-0.003037793395382571,0.00030451083194356815,-0.003086907046631393,0.003470002817673512,0.7511211162095971,0.7433736039888428,0.000510689921078944,0.004158116919931731,-0.0035893953008225843,0.00035980384672936366,-0.0036474269988527874,0.004100085221901528
0,9,0.9216184765643882,0.9216104998297058,0.9227505997237403,0.9203458530310065,0.7893676884082899,0.782810778543985,2.1749787818547972e-05,0.003108656834449941,-0.003448253029854964,-0.00010594880252882503,-0.003086907046631393,0.003470002817673512,0.7511211162095971,0.7433736039888428,2.5699109856613944e-05,0.0036731261087094014,-0.004074386112044914,-0.00012518696449296632,-0.0036474269988527874,0.004100085221901528
0,10,0.9216184765643882,0.922331506141124,0.9227505997237403,0.9203458530310065,0.7893676884082899,0.782810778543985,-0.0019441842583115543,0.0011427227883198388,-0.005414187075985066,-0.002071882848658927,-0.003086907046631393,0.003470002817673512,0.7511211162095971,0.7433736039888428,-0.002297208839588727,0.0013502181592640605,-0.006397294061490255,-0.002448094913938307,-0.0036474269988527874,0.004100085221901528
0,11,0.9216184765643882,0.9118104941411654,0.9219841187735242,0.649935358880739,0.7872777608003385,0.04549518440555955,0.02674296502582907,0.027739944464509114,-0.7140426319302698,-0.21985324081331056,-0.0009969794386800457,0.7407855969560989,0.7486516999726529,-0.1278236054218862,0.03159894716331846,0.03277695792522706,-0.843698347469312,-0.2597741474602555,-0.0011780107619085989,0.8752972946326305
0,12,0.9216184765643882,0.9217796075160435,0.9219841187735242,0.649935358880739,0.7872777608003385,0.04549518440555955,-0.00043934819810564907,0.0005576312405743966,-0.7412249451542046,-0.24703555403724528,-0.0009969794386800457,0.7407855969560989,0.7486516999726529,-0.1278236054218862,-0.0005191249543510246,0.0006588858075575743,-0.8758164195869815,-0.291892219577925,-0.0011780107619085989,0.8752972946326305
0,13,0.9216184765643882,0.9215669059926354,0.9219841187735242,0.649935358880739,0.7872777608003385,0.04549518440555955,0.00014061505590423629,0.001137594494584282,-0.7406449819001947,-0.2464555907832354,-0.0009969794386800457,0.7407855969560989,0.7486516999726529,-0.1278236054218862,0.00016614790908908716,0.001344158670997686,-0.8751311467235414,-0.2912069467144849,-0.0011780107619085989,0.8752972946326305
0,15,0.9216184765643882,0.9189184399971917,0.9219841187735242,0.649935358880739,0.7872777608003385,0.04549518440555955,0.007362062896241417,0.008359042334921463,-0.7334235340598575,-0.23923414294289821,-0.0009969794386800457,0.7407855969560989,0.7486516999726529,-0.1278236054218862,0.008698864776088833,0.009876875537997432,-0.8665984298565417,-0.28267422984748514,-0.0011780107619085989,0.8752972946326305
0,16,0.9216184765643882,0.9203699749550202,0.9219841187735242,0.649935358880739,0.7872777608003385,0.04549518440555955,0.0034042307003901984,0.004401210139070244,-0.7373813662557087,-0.24319197513874943,-0.0009969794386800457,0.7407855969560989,0.7486516999726529,-0.1278236054218862,0.004022370216970272,0.005200380978878871,-0.8712749244156602,-0.2873507244066037,-0.0011780107619085989,0.8752972946326305
1,0,0.8996887602963818,0.8994239753257243,0.8987832447091054,0.8991009770044874,0.724017027155025,0.7248833728820381,0.0007219767434424318,-0.0017470500793970167,-0.0008807043523839653,-0.0006352592294461834,0.0024690268228394485,0.001602681095826397,0.6739040952085448,0.6749277518160529,0.0008530731333323827,-0.0020642790766550734,-0.0010406224691469346,-0.0007506094708232084,0.002917352209987456,0.0018936956024793172
1,1,0.8996887602963818,0.901251420796136,0.8987832447091054,0.8991009770044874,0.724017027155025,0.7248833728820381,-0.0042608329918313315,-0.00672985981467078,-0.0058635140876577285,-0.005618068964719947,0.0024690268228394485,0.001602681095826397,0.6739040952085448,0.6749277518160529,-0.005034514177862048,-0.007951866387849504,-0.006928209780341366,-0.00663819678201764,0.002917352209987456,0.0018936956024793172
1,2,0.8996887602963818,0.8995574023720782,0.8987832447091054,0.8991009770044874,0.724017027155025,0.7248833728820381,0.00035816748276384924,-0.0021108593400755993,-0.0012445136130625478,-0.000999068490124766,0.0024690268228394485,0.001602681095826397,0.6739040952085448,0.6749277518160529,0.0004232034612670077,-0.0024941487487204483,-0.0014704921412123095,-0.0011804791428885835,0.002917352209987456,0.0018936956024793172
1,3,0.8996887602963818,0.8993385031149511,0.8987832447091054,0.8991009770044874,0.724017027155025,0.7248833728820381,0.0009550298062185325,-0.001513997016620916,-0.0006476512896078646,-0.0004022061666700827,0.0024690268228394485,0.001602681095826397,0.6739040952085448,0.6749277518160529,0.0011284439237365662,-0.0017889082862508898,-0.000765251678742751,-0.0004752386804190249,0.002917352209987456,0.0018936956024793172
1,4,0.8996887602963818,0.9004430972084123,0.8987832447091054,0.8991009770044874,0.724017027155025,0.7248833728820381,-0.0020568150293948095,-0.004525841852234258,-0.0036594961252212066,-0.0034140510022834247,0.0024690268228394485,0.001602681095826397,0.6739040952085448,0.6749277518160529,-0.00243029108312387,-0.005347643293111326,-0.004323986685603187,-0.004033973687279461,0.002917352209987456,0.0018936956024793172
1,5,0.8996887602963818,0.9001467191901358,0.8987832447091054,0.8991009770044874,0.724017027155025,0.7248833728820381,-0.0012486950068274494,-0.003717721829666898,-0.0028513761026538464,-0.0026059309797160646,0.0024690268228394485,0.001602681095826397,0.6739040952085448,0.6749277518160529,-0.0014754327916045584,-0.0043927850015920145,-0.0033691283940838757,-0.0030791153957601494,0.002917352209987456,0.0018936956024793172
1,6,0.8996887602963818,0.8990255017010315,0.9000641735450999,0.8962441960283135,0.7275096756512609,0.7170939223675896,0.0018084760609415884,0.0028320977343380127,-0.007583655549333268,-0.0009810272513512224,-0.0010236216733964243,0.009392131610274856,0.6780309381067054,0.6657238944651717,0.0021368587754060364,0.0033463494635792568,-0.008960694177954531,-0.0011591619796564128,-0.0012094906881732204,0.011097552953360568
1,7,0.8996887602963818,0.8980445865609658,0.9000641735450999,0.8962441960283135,0.7275096756512609,0.7170939223675896,0.004483091303111197,0.005506712976507622,-0.004909040307163659,0.0016935879908183866,-0.0010236216733964243,0.009392131610274856,0.6780309381067054,0.6657238944651717,0.005297130107993819,0.00650662079616704,-0.005800422845366748,0.0020011093529313704,-0.0012094906881732204,0.011097552953360568
1,8,0.8996887602963818,0.9005171572626898,0.9000641735450999,0.8962441960283135,0.7275096756512609,0.7170939223675896,-0.002258751101044232,-0.0012351294276478075,-0.011650882711319088,-0.005048254413337043,-0.0010236216733964243,0.009392131610274856,0.6780309381067054,0.6657238944651717,-0.0026688946654961354,-0.001459403977322915,-0.013766447618856703,-0.005964915420558585,-0.0012094906881732204,0.011097552953360568
1,9,0.8996887602963818,0.897100112850492,0.9000641735450999,0.8962441960283135,0.7275096756512609,0.7170939223675896,0.007058343410742629,0.008081965084139053,-0.0023337881995322274,0.004268840098449818,-0.0010236216733964243,0.009392131610274856,0.6780309381067054,0.6657238944651717,0.008339995968330238,0.009549486656503459,-0.0027575569850303294,0.005043975213267789,-0.0012094906881732204,0.011097552953360568
