pilot_id,split,cos_z,fve_z_released,fve_z_local,n_chars
50,eval,0.8756657953607121,0.6609837637647229,0.5994252647019802,767
51,eval,0.8899455614314273,0.6999197312377023,0.6454312172111011,714
52,eval,0.871498247032,0.6496203054723926,0.5859984319695171,771
53,eval,0.8584818821613908,0.6141291947140852,0.5440628525550397,644
54,eval,0.8869927581896152,0.6918684613213775,0.6359179993447259,718
55,eval,0.8595281916576784,0.6169821176760146,0.5474338086867909,704
56,eval,0.9074588646848365,0.7476724326784908,0.7018548444445001,757
57,eval,0.9084283334743586,0.7503158376942293,0.7049782384041039,718
58,eval,0.8805912361438913,0.674413731817018,0.6152938436153379,835
59,eval,0.909006129412635,0.7518912867420178,0.7068397571688142,709
60,eval,0.8862045813526832,0.6897193765581001,0.6333786842082514,548
61,eval,0.9230793045517802,0.7902639524247587,0.7521801236634612,771
62,eval,0.8212616609154152,0.512642565549871,0.42414830195655373,728
63,eval,0.8925890080539445,0.7071274929896236,0.6539477628725405,686
64,eval,0.8726308225578718,0.6527084459655674,0.589647316383885,732
65,eval,0.8872057433094002,0.6924491978443086,0.6366041858871001,667
66,eval,0.9382081642510374,0.8315151036156438,0.8009216504780049,595
67,eval,0.8613613210229399,0.6219804254204224,0.5533397081324585,645
68,eval,0.9459444831394417,0.8526093609800728,0.8258461987943287,691
69,eval,0.8454833032253987,0.5786865800283536,0.5021845751201098,785
70,eval,0.8888783865263526,0.6970099155456105,0.641993037778843,740
71,eval,0.9144975251397703,0.7668644175590194,0.7245317060270998,813
72,eval,0.8718461757793099,0.6505689864466528,0.5871193742416825,713
73,eval,0.8849889983918828,0.6864049035906825,0.6294623699151085,691
74,eval,0.888925626160851,0.6971387216383123,0.6421452324555987,681
75,eval,0.8827314478959621,0.6802493466829234,0.6221890882389285,698
76,eval,0.8291857026302936,0.5342486779285442,0.44967764781625996,667
77,eval,0.8708252981228668,0.6477854072879804,0.5838303533468471,737
78,eval,0.8970598593440329,0.7193179532216303,0.6683517643882912,694
79,eval,0.887481226753466,0.6932003456127225,0.6374917269141713,726
80,eval,0.8753160077456237,0.6600300143029958,0.5982983336074269,530
81,eval,0.9124698756658782,0.7613357209703564,0.7179991098389641,652
82,eval,0.8753464858237496,0.6601131174471702,0.5983965266035788,685
83,eval,0.9136306408389048,0.7645007248504561,0.7217388144783852,659
84,eval,0.8828638597473826,0.6806103878592572,0.6226156871984581,661
85,eval,0.916512176025648,0.7723576715082429,0.7310224239085522,789
86,eval,0.8743553122259031,0.6574105309499745,0.5952032050011797,726
87,eval,0.8682082327758757,0.6406495781209971,0.5753988017744542,664
88,eval,0.8917664259010144,0.7048845968671149,0.6512976021293502,710
89,eval,0.9195212180020865,0.7805622849409313,0.7407168293757312,729
90,eval,0.881566214383132,0.677072159190544,0.6184349876893938,730
91,eval,0.9311554827598428,0.8122848882340636,0.7781996165077663,692
92,eval,0.9133710437801842,0.7637928937428335,0.720902455542541,695
93,eval,0.9031931727603295,0.7360413708529776,0.6881118167838529,721
94,eval,0.9007156350272143,0.7292859850776123,0.68012978943657,735
95,eval,0.8814491956245256,0.676753089637425,0.6180579815518659,575
96,eval,0.8917560566929132,0.7048563236343919,0.6512641950487932,654
97,eval,0.9296639352409654,0.8082179556672539,0.7733942111545722,636
98,eval,0.920922245616686,0.7843824011361582,0.7452306014909073,706
99,eval,0.872660583685009,0.6527895942331534,0.5897431995373561,766
