pilot_id,split,cos_z,fve_z_released,fve_z_local,n_chars
25,eval,0.9058975940970199,0.7434153894942601,0.6968248082267301,800
26,eval,0.9083120339089376,0.7499987291313908,0.7046035493330719,739
27,eval,0.8789270041140576,0.6698759485045878,0.6099320905341226,803
28,eval,0.8812503699768404,0.6762109610820459,0.6174174134039211,667
29,eval,0.8614088134476189,0.6221099207842369,0.553492717238035,577
30,eval,0.9008407477457964,0.7296271240512512,0.6805328723554966,530
31,eval,0.8841404264156308,0.6840911422375756,0.6267284762471945,645
32,eval,0.8515372677088904,0.5951936406513711,0.5216889844458765,546
33,eval,0.9268003734776105,0.8004100162988697,0.7641685077474266,742
34,eval,0.9366201315769253,0.8271850895076354,0.7958053932909938,635
35,eval,0.9353883885973504,0.8238265537760066,0.7918370153258969,712
36,eval,0.8715764442154693,0.6498335220599027,0.5862503643815202,647
37,eval,0.9168401725511306,0.7732520042293949,0.7320791493828898,704
38,eval,0.9164655736500644,0.772230602999494,0.7308722823258893,531
39,eval,0.939566224875926,0.8352180637380395,0.8052969933445288,699
40,eval,0.9231380048405641,0.7904240077452327,0.7523692417963976,564
41,eval,0.8652991259204436,0.632717453089144,0.566026363096384,715
42,eval,0.9103623133774161,0.7555891298634387,0.7112090538903693,640
43,eval,0.9307450082991188,0.8111656668005965,0.776877167074578,729
44,eval,0.8256780618202836,0.5246845584738475,0.4383768775007494,620
45,eval,0.8924615407191805,0.7067799337946299,0.6535370939497742,696
46,eval,0.9300731378870705,0.8093337093035323,0.7747125631086652,692
47,eval,0.9018823357294219,0.7324671730863583,0.6838886169154176,795
48,eval,0.8424972137483138,0.5705445500976518,0.4925641170544496,655
49,eval,0.8913693470216868,0.7038019005362967,0.6500183100195036,755
