pilot_id,claim_id,split,reviewer,preserves_other,cos_z,cos_del,d_cos,fve_z_released,fve_del_released,fve_drop_released,fve_z_local,fve_del_local,fve_drop_local
50,0,eval,Claude-C3,True,0.8756657953607121,0.8719095800682446,0.003756215292467502,0.6609837637647229,0.6507418679434072,0.010241895821315739,0.5994252647019802,0.5873236475253735,0.012101617176606738
50,1,eval,Claude-C3,True,0.8756657953607121,0.874715183702173,0.0009506116585390467,0.6609837637647229,0.6583917756023805,0.002591988162342407,0.5994252647019802,0.5963626238575301,0.003062640844450071
50,2,eval,Claude-C3,True,0.8756657953607121,0.8761349733463552,-0.00046917798564305446,0.6609837637647229,0.6622630493424817,-0.0012792855777588041,0.5994252647019802,0.6009368426941495,-0.0015115779921692774
50,3,eval,Claude-C3,True,0.8756657953607121,0.8753291208041865,0.00033667455652564016,0.6609837637647229,0.6600657690639031,0.0009179947008197686,0.5994252647019802,0.5983405807105306,0.0010846839914495643
50,4,eval,Claude-C3,True,0.8756657953607121,0.8752484988515916,0.00041729650912047944,0.6609837637647229,0.6598459409723016,0.0011378227924212503,0.5994252647019802,0.5980808362788711,0.001344428423109112
50,5,eval,Claude-C3,True,0.8756657953607121,0.8743553111292539,0.0013104842314581866,0.6609837637647229,0.6574105279597926,0.003573235804930297,0.5994252647019802,0.5952032014680411,0.004222063233939144
50,6,eval,Claude-C3,True,0.8756657953607121,0.8695021703973556,0.00616362496335654,0.6609837637647229,0.6441776970616375,0.016806066703085376,0.5994252647019802,0.5795675558330834,0.019857708868896817
50,7,eval,Claude-C3,True,0.8756657953607121,0.8741644996244529,0.0015012957362592338,0.6609837637647229,0.6568902511914189,0.004093512573304037,0.5994252647019802,0.5945884529501313,0.004836811751848913
50,8,eval,Claude-C3,True,0.8756657953607121,0.8710102272859157,0.00465556807479639,0.6609837637647229,0.6482896449513721,0.012694118813350808,0.5994252647019802,0.584426150382362,0.0149991143196182
50,9,eval,Claude-C3,True,0.8756657953607121,0.8782497641427951,-0.0025839687820830015,0.6609837637647229,0.6680293500826042,-0.007045586317881325,0.5994252647019802,0.6077501871471283,-0.008324922445148042
50,10,eval,Claude-C3,True,0.8756657953607121,0.8763842121065593,-0.0007184167458471613,0.6609837637647229,0.6629426369640334,-0.00195887319931054,0.5994252647019802,0.6017398296974799,-0.002314564995499646
50,11,eval,Claude-C3,True,0.8756657953607121,0.8759225854112938,-0.0002567900505816567,0.6609837637647229,0.6616839411350887,-0.0007001773703657621,0.5994252647019802,0.6002525801365168,-0.000827315434536624
50,12,eval,Claude-C3,True,0.8756657953607121,0.8510002264204664,0.02466556894024574,0.6609837637647229,0.5937293153932279,0.06725444837149497,0.5994252647019802,0.5199587673058813,0.0794664973960989
50,13,eval,Claude-C3,True,0.8756657953607121,0.8762065757138171,-0.0005407803531050082,0.6609837637647229,0.6624582841549205,-0.0014745203901975756,0.5994252647019802,0.6011675282040299,-0.0017422635020496458
50,14,eval,Claude-C3,True,0.8756657953607121,0.8776870181523524,-0.002021222791640298,0.6609837637647229,0.6664949370207292,-0.005511173256006252,0.5994252647019802,0.6059371556742879,-0.0065118909723076435
51,0,eval,Claude-C3,True,0.8899455614314273,0.8791712400146372,0.010774321416790134,0.6999197312377023,0.6705418950637688,0.029377836173933525,0.6454312172111011,0.6107189595337579,0.034712257677343206
51,1,eval,Claude-C3,True,0.8899455614314273,0.8864919278956873,0.0034536335357400194,0.6999197312377023,0.6905028708812198,0.009416860356482593,0.6454312172111011,0.6343044452708375,0.011126771940263569
51,2,eval,Claude-C3,True,0.8899455614314273,0.8894450670340293,0.0005004943973980769,0.6999197312377023,0.6985550566708365,0.0013646745668658422,0.6454312172111011,0.6438187453145903,0.0016124718965108142
51,3,eval,Claude-C3,True,0.8899455614314273,0.8888361356639515,0.0011094257674758579,0.6999197312377023,0.6968947121034805,0.003025019134221818,0.6454312172111011,0.6418569157191767,0.003574301491924392
51,4,eval,Claude-C3,True,0.8899455614314273,0.8894521487229626,0.0004934127084647022,0.6999197312377023,0.6985743659794482,0.0013453652582541276,0.6454312172111011,0.6438415608035233,0.0015896564075777997
51,5,eval,Claude-C3,True,0.8899455614314273,0.8893999655193675,0.0005455959120598264,0.6999197312377023,0.6984320804890729,0.0014876507486294432,0.6454312172111011,0.6436734391428125,0.0017577780682885846
51,6,eval,Claude-C3,True,0.8899455614314273,0.8831749490392142,0.0067706123922131045,0.6999197312377023,0.6814586204204887,0.01846111081721369,0.6454312172111011,0.6236179416552348,0.02181327555586632
51,7,eval,Claude-C3,True,0.8899455614314273,0.8873744943717824,0.002571067059644938,0.6999197312377023,0.6929093234404429,0.007010407797259477,0.6454312172111011,0.6371478609951777,0.008283356215923354
51,8,eval,Claude-C3,True,0.8899455614314273,0.8892340886134702,0.0007114728179571372,0.6999197312377023,0.6979797917204369,0.0019399395172654543,0.6454312172111011,0.6431390238717724,0.0022921933393287297
51,9,eval,Claude-C3,True,0.8899455614314273,0.8473536318445368,0.04259192958689051,0.6999197312377023,0.5837863172311843,0.116133414006518,0.6454312172111011,0.5082103215645829,0.13722089564651818
51,10,eval,Claude-C3,True,0.8899455614314273,0.8943184104347216,-0.004372849003294266,0.6999197312377023,0.7118429732371414,-0.01192324199943906,0.6454312172111011,0.6595194790620906,-0.014088261850989547
51,11,eval,Claude-C3,True,0.8899455614314273,0.8918875312650273,-0.0019419698335999547,0.6999197312377023,0.7052148091752619,-0.005295077937559567,0.6454312172111011,0.6516877743210923,-0.006256557109991179
51,12,eval,Claude-C3,True,0.8899455614314273,0.891002097525324,-0.001056536093896665,0.6999197312377023,0.7028005385830238,-0.002880807345321479,0.6454312172111011,0.6488351209668961,-0.0034039037557950236
51,13,eval,Claude-C3,True,0.8899455614314273,0.8898458915229084,9.966990851895119e-05,0.6999197312377023,0.6996479659793002,0.0002717652584021124,0.6454312172111011,0.6451101048724812,0.00032111233861986666
51,14,eval,Claude-C3,True,0.8899455614314273,0.8884564633813941,0.0014890980500332773,0.6999197312377023,0.6958594775225468,0.004060253715155504,0.6454312172111011,0.6406337034540831,0.004797513757017979
51,15,eval,Claude-C3,True,0.8899455614314273,0.8845784438442811,0.005367117587146253,0.6999197312377023,0.6852854637880874,0.014634267449614935,0.6454312172111011,0.6281396624613704,0.017291554749730653
51,16,eval,Claude-C3,True,0.8899455614314273,0.8904624335806489,-0.0005168721492215811,0.6999197312377023,0.7013290622512581,-0.0014093310135557813,0.6454312172111011,0.647096454262788,-0.001665237051686863
51,17,eval,Claude-C3,True,0.8899455614314273,0.8845357012151088,0.005409860216318507,0.6999197312377023,0.6851689194685995,0.014750811769102867,0.6454312172111011,0.6280019560481088,0.01742926116299226
52,0,eval,Claude-C3,True,0.871498247032,0.8614935691654245,0.01000467786657544,0.6496203054723926,0.6223410202192898,0.027279285253102747,0.5859984319695171,0.5537657796613922,0.03223265230812489
52,1,eval,Claude-C3,True,0.871498247032,0.870795176541751,0.0007030704902489804,0.6496203054723926,0.6477032761874602,0.0019170292849324255,0.5859984319695171,0.5837333088978378,0.0022651230716792536
52,2,eval,Claude-C3,True,0.871498247032,0.8715357061951512,-3.745916315123221e-05,0.6496203054723926,0.6497224436132276,-0.00010213814083503969,0.5859984319695171,0.5861191163331426,-0.00012068436362555612
52,3,eval,Claude-C3,True,0.871498247032,0.8730650826287192,-0.0015668355967192182,0.6496203054723926,0.6538925225050285,-0.004272217032635917,0.5859984319695171,0.591046397299992,-0.005047965330474913
52,4,eval,Claude-C3,True,0.871498247032,0.8726179591596692,-0.001119712127669259,0.6496203054723926,0.6526733719418384,-0.0030530664694458087,0.5859984319695171,0.5896058736260776,-0.0036074416565605727
52,5,eval,Claude-C3,True,0.871498247032,0.8705486591839408,0.0009495878480592079,0.6496203054723926,0.6470311088860008,0.0025891965863917843,0.5859984319695171,0.5829390895948094,0.0030593423747076187
52,6,eval,Claude-C3,True,0.871498247032,0.8704380486308182,0.0010601984011817667,0.6496203054723926,0.6467295122858029,0.0028907931865896908,0.5859984319695171,0.5825827291454321,0.0034157028240849874
52,7,eval,Claude-C3,True,0.871498247032,0.8714551190317578,4.312800024219854e-05,0.6496203054723926,0.6495027103797076,0.00011759509268494117,0.5859984319695171,0.5858594839838756,0.00013894798564151323
52,8,eval,Claude-C3,True,0.871498247032,0.8580965191419083,0.013401727890091641,0.6496203054723926,0.6130784434680527,0.03654186200433984,0.5859984319695171,0.5428213061119619,0.043177125857555176
52,9,eval,Claude-C3,True,0.871498247032,0.8686091528077318,0.002889094224268196,0.6496203054723926,0.6417427479420089,0.007877557530383661,0.5859984319695171,0.5766904691487087,0.009307962820808369
52,10,eval,Claude-C3,True,0.871498247032,0.8713208497032697,0.00017739732873023328,0.6496203054723926,0.649136604507893,0.0004837009644995671,0.5859984319695171,0.5854269006824923,0.0005715312870248068
52,11,eval,Claude-C3,True,0.871498247032,0.867655403021299,0.0038428440107010076,0.6496203054723926,0.6391422031937259,0.010478102278666634,0.5859984319695171,0.5736177180151871,0.012380713954329936
