pilot_id,claim_id,split,reviewer,preserves_other,cos_z,cos_del,d_cos,fve_z_released,fve_del_released,fve_drop_released,fve_z_local,fve_del_local,fve_drop_local
0,0,dev,Claude-C1,True,0.9216184765643882,0.9149685173318142,0.006649959232574054,0.7862807813616585,0.7681486498481641,0.018132131513494354,0.7474736892107443,0.7260491289535,0.021424560257244263
0,1,dev,Claude-C1,True,0.9216184765643882,0.9198799417562851,0.0017385348081031538,0.7862807813616585,0.7815404001534698,0.004740381208188649,0.7474736892107443,0.7418725505491612,0.005601138661583072
0,2,dev,Claude-C1,True,0.9216184765643882,0.9223267952410534,-0.0007083186766652094,0.7862807813616585,0.7882121206300026,-0.001931339268344101,0.7474736892107443,0.7497557206697059,-0.002282031458961553
0,3,dev,Claude-C1,True,0.9216184765643882,0.9210274493789842,0.0005910271854040472,0.7862807813616585,0.7846692552937538,0.0016115260679047116,0.7474736892107443,0.74556954256796,0.0019041466427842657
0,4,dev,Claude-C1,True,0.9216184765643882,0.9167691822939008,0.004849294270487414,0.7862807813616585,0.7730584384291774,0.013222342932481035,0.7474736892107443,0.7318504359441296,0.015623253266614734
0,6,dev,Claude-C1,True,0.9216184765643882,0.9203099071382369,0.001308569426151318,0.7862807813616585,0.7827127665664264,0.003568014795232055,0.7474736892107443,0.7432577950163803,0.004215894194363967
0,8,dev,Claude-C1,True,0.9216184765643882,0.921459963758763,0.00015851280562517722,0.7862807813616585,0.7858485719393675,0.00043220942229094117,0.7474736892107443,0.7469629992896654,0.000510689921078944
0,9,dev,Claude-C1,True,0.9216184765643882,0.9216104998297058,7.97673468244664e-06,0.7862807813616585,0.7862590315738399,2.1749787818547972e-05,0.7474736892107443,0.7474479901008877,2.5699109856613944e-05
0,10,dev,Claude-C1,True,0.9216184765643882,0.922331506141124,-0.0007130295767358019,0.7862807813616585,0.78822496561997,-0.0019441842583115543,0.7474736892107443,0.749770898050333,-0.002297208839588727
0,11,dev,Claude-C1,True,0.9216184765643882,0.9118104941411654,0.009807982423222783,0.7862807813616585,0.7595378163358294,0.02674296502582907,0.7474736892107443,0.7158747420474258,0.03159894716331846
0,12,dev,Claude-C1,True,0.9216184765643882,0.9217796075160435,-0.00016113095165526392,0.7862807813616585,0.7867201295597641,-0.00043934819810564907,0.7474736892107443,0.7479928141650953,-0.0005191249543510246
0,13,dev,Claude-C1,True,0.9216184765643882,0.9215669059926354,5.1570571752868055e-05,0.7862807813616585,0.7861401663057542,0.00014061505590423629,0.7474736892107443,0.7473075413016552,0.00016614790908908716
0,15,dev,Claude-C1,True,0.9216184765643882,0.9189184399971917,0.0027000365671965287,0.7862807813616585,0.778918718465417,0.007362062896241417,0.7474736892107443,0.7387748244346555,0.008698864776088833
0,16,dev,Claude-C1,True,0.9216184765643882,0.9203699749550202,0.001248501609368069,0.7862807813616585,0.7828765506612683,0.0034042307003901984,0.7474736892107443,0.743451318993774,0.004022370216970272
1,0,dev,Claude-C1,True,0.8996887602963818,0.8994239753257243,0.0002647849706575167,0.7264860539778645,0.725764077234422,0.0007219767434424318,0.6768214474185322,0.6759683742851998,0.0008530731333323827
1,1,dev,Claude-C1,True,0.8996887602963818,0.901251420796136,-0.001562660499754176,0.7264860539778645,0.7307468869696958,-0.0042608329918313315,0.6768214474185322,0.6818559615963943,-0.005034514177862048
1,2,dev,Claude-C1,True,0.8996887602963818,0.8995574023720782,0.00013135792430363225,0.7264860539778645,0.7261278864951006,0.00035816748276384924,0.6768214474185322,0.6763982439572652,0.0004232034612670077
1,3,dev,Claude-C1,True,0.8996887602963818,0.8993385031149511,0.00035025718143066875,0.7264860539778645,0.7255310241716459,0.0009550298062185325,0.6768214474185322,0.6756930034947957,0.0011284439237365662
1,4,dev,Claude-C1,True,0.8996887602963818,0.9004430972084123,-0.0007543369120305288,0.7264860539778645,0.7285428690072593,-0.0020568150293948095,0.6768214474185322,0.6792517385016561,-0.00243029108312387
1,5,dev,Claude-C1,True,0.8996887602963818,0.9001467191901358,-0.0004579588937539958,0.7264860539778645,0.7277347489846919,-0.0012486950068274494,0.6768214474185322,0.6782968802101368,-0.0014754327916045584
1,6,dev,Claude-C1,True,0.8996887602963818,0.8990255017010315,0.0006632585953503245,0.7264860539778645,0.7246775779169229,0.0018084760609415884,0.6768214474185322,0.6746845886431262,0.0021368587754060364
1,7,dev,Claude-C1,True,0.8996887602963818,0.8980445865609658,0.0016441737354160324,0.7264860539778645,0.7220029626747533,0.004483091303111197,0.6768214474185322,0.6715243173105384,0.005297130107993819
1,8,dev,Claude-C1,True,0.8996887602963818,0.9005171572626898,-0.0008283969663079871,0.7264860539778645,0.7287448050789087,-0.002258751101044232,0.6768214474185322,0.6794903420840284,-0.0026688946654961354
1,9,dev,Claude-C1,True,0.8996887602963818,0.897100112850492,0.0025886474458898245,0.7264860539778645,0.7194277105671218,0.007058343410742629,0.6768214474185322,0.668481451450202,0.008339995968330238
1,10,dev,Claude-C1,True,0.8996887602963818,0.8976096866639697,0.0020790736324121095,0.7264860539778645,0.7208171415513829,0.005668912426481598,0.6768214474185322,0.6701231750293315,0.006698272389200732
1,11,dev,Claude-C1,True,0.8996887602963818,0.9008289360999242,-0.0011401758035424203,0.7264860539778645,0.7295949177912044,-0.003108863813339968,0.6768214474185322,0.6804948180893162,-0.003673370670783993
1,12,dev,Claude-C1,True,0.8996887602963818,0.8980961197737268,0.0015926405226549534,0.7264860539778645,0.7221434758656492,0.0043425781122152785,0.6768214474185322,0.6716903448579918,0.00513110256054039
1,13,dev,Claude-C1,True,0.8996887602963818,0.8986339356710951,0.001054824625286721,0.7264860539778645,0.7236099132136198,0.0028761407642446946,0.6768214474185322,0.6734230576006546,0.003398389817877656
1,14,dev,Claude-C1,True,0.8996887602963818,0.8995224407716095,0.00016631952477230705,0.7264860539778645,0.7260325583411302,0.00045349563673424687,0.6768214474185322,0.6762856061365307,0.0005358412820015701
1,15,dev,Claude-C1,True,0.8996887602963818,0.898905222162725,0.0007835381336568359,0.7264860539778645,0.7243496173489433,0.0021364366289211567,0.6768214474185322,0.6742970770620719,0.0025243703564603592
1,16,dev,Claude-C1,True,0.8996887602963818,0.8997296547429523,-4.089444657051633e-05,0.7264860539778645,0.7265975589446552,-0.00011150496679068755,0.6768214474185322,0.6769531994344611,-0.00013175201592885433
1,17,dev,Claude-C1,True,0.8996887602963818,0.8821587594449904,0.017530000851391336,0.7264860539778645,0.6786878239808873,0.04779822999697714,0.6768214474185322,0.6203440245629934,0.056477422855538806
2,0,dev,Claude-C1,True,0.8629867773784817,0.8613408057433171,0.001645971635164667,0.6264124809229222,0.6219244873710077,0.0044879935519145375,0.5585765353695701,0.5532736128634346,0.00530292250613551
2,1,dev,Claude-C1,True,0.8629867773784817,0.8720062356410219,-0.009019458262540136,0.6264124809229222,0.6510054141541155,-0.02459293323119327,0.5585765353695701,0.5876350484032948,-0.029058513033724753
