pilot_id,claim_id,truth,deletion_drop,paraphrase_drop,fold
0,0,true,0.0004616823558754,-0.0122598275040732,1
0,1,true,-0.0041703858603624,-0.0122598275040732,1
0,2,true,0.00552519408389,-0.0122598275040732,3
0,3,true,-0.0022934407539221,-0.0122598275040732,3
0,4,true,0.0030121289882169,-0.0122598275040732,5
0,5,true,0.0002973159171572,-0.0122598275040732,5
0,6,true,-0.0034246747929598,-0.0122598275040732,2
0,7,true,-0.0007472654761981,-0.0027017707980904,5
0,8,true,0.0006302919703963,-0.0027017707980904,4
0,9,true,0.0015899520978289,-0.0027017707980904,4
0,10,true,0.0009441140856649,-0.0027017707980904,3
0,12,false,0.0003550709498292,-0.0027017707980904,2
0,15,false,0.0322636026149592,-0.0206504067429931,2
0,18,true,-0.0032527249785042,0.004257039534623,5
0,19,true,0.0003111493456579,0.004257039534623,5
0,20,false,0.0036632599177121,0.004257039534623,4
0,21,true,0.0017509409189144,0.004257039534623,4
0,22,true,0.0080249384104227,-0.0004048482846475,1
0,23,false,0.005737628056106,0.0041691444792728,4
1,3,true,0.0169036095276262,0.0014577423761776,4
1,4,true,0.0157194627111556,0.0014577423761776,5
1,5,false,0.0153855715333118,0.0014577423761776,4
1,7,true,0.021712643072113,0.0014577423761776,3
1,18,false,0.0193956576189742,0.0050008954125104,2
2,0,true,0.0116786736445975,-0.0005658288401928,3
2,1,true,-0.0094886494292099,-0.0005658288401928,4
2,2,true,-0.0003658457176475,-0.0005658288401928,2
2,3,true,-0.0034511271355931,-0.0005658288401928,4
2,4,true,0.0011832175196558,-0.0005658288401928,4
2,5,true,-0.002105101665759,0.0021156249778702,2
2,6,true,-0.006894214378757,0.0021156249778702,1
2,7,false,-0.0070882648134301,0.0021156249778702,1
2,13,false,-0.0016720970070909,-0.0036879534923667,4
2,16,false,0.0014295366631089,0.0032801911622384,2
2,17,false,7.551580627784826e-05,0.0088036437091706,5
3,0,true,0.003416445619225,-0.0032111083092827,3
3,1,true,-0.0055207439817634,-0.0032111083092827,5
3,2,true,0.0015810623133004,-0.0032111083092827,1
3,3,true,0.0026445905804346,-0.0032111083092827,2
3,4,false,0.0344861757986363,-0.002242533732824,4
3,5,false,0.0008672766916785,-0.002242533732824,3
3,6,true,0.0055869413304303,0.0006727905227406,2
3,10,true,0.0071001684051976,0.0006727905227406,4
3,12,false,0.0018675747234554,-0.008073828704911,1
3,14,false,-0.004183839718872,-0.0026959918069915,1
4,0,true,-0.0002490685767166,0.0015145838789623,1
4,1,true,0.0014526428125225,0.0015145838789623,3
4,2,true,-0.0001609416921356,0.0015145838789623,3
4,3,false,-0.0010343830318149,0.0015145838789623,4
4,4,false,-0.0018268236021796,0.0015145838789623,2
4,5,false,-0.0001871784859061,0.0015145838789623,1
4,7,true,-0.0016461897091408,0.0003508213225592,2
4,8,true,0.0006675814550556,0.0003508213225592,5
4,19,false,-0.0026208669606616,-0.0006788518070782,5
5,0,true,0.003767225285105,0.0006181105681579,1
5,3,true,0.0030996061894528,0.0006181105681579,3
5,4,true,0.0014389214782136,0.0006181105681579,4
5,5,true,0.0007634665531164,0.0006181105681579,4
5,6,true,0.0010865210420667,0.0006181105681579,2
5,8,false,-0.0045506238721257,0.0014229281239059,3
5,13,false,-0.0158409701662147,0.0333361220347885,4
5,14,false,0.0361724662220855,0.0333361220347885,4
5,16,false,0.0008446173305651,0.0010841999674385,4
6,0,true,-0.0065827440347916,0.0003213084688702,1
6,1,true,-0.0047690310209171,0.0003213084688702,3
6,2,true,-6.321428331768075e-05,0.0003213084688702,2
6,4,false,-0.0004866037998119,0.0108806586819303,4
6,6,false,-0.0060636292637885,0.0005343124115442,3
6,8,false,-0.0044675776181727,-0.0055258178549563,4
6,11,false,0.0117255810016048,0.0093337607041601,1
6,13,false,-0.0057233448611324,0.0093337607041601,2
7,0,true,-0.0079736618776228,0.0003051917204976,2
7,1,true,-0.0039028431677592,0.0003051917204976,4
7,2,true,0.0039803555742983,0.0003051917204976,4
7,3,false,0.0038402553019014,0.0003051917204976,1
7,4,false,-0.0024288499918095,0.0003051917204976,1
7,5,true,-0.0258114479479771,0.0026241456278442,5
7,6,true,0.0017162993741568,0.0026241456278442,3
7,7,false,0.0063461950567667,0.0026241456278442,3
7,8,false,-0.0060119794544901,0.0026241456278442,1
7,9,true,-0.0053742228553748,0.0026241456278442,3
7,11,true,0.0146274886376749,0.0026241456278442,3
7,13,false,0.0187747069327932,0.0080316527971254,3
8,0,true,0.0001273745774141,-0.0004935384408126,2
8,1,true,-0.0022692318954298,-0.0004935384408126,1
8,2,false,0.0060516374570871,-0.0004935384408126,5
8,3,true,-0.0016437098852977,-0.0024451838735997,5
8,4,true,0.0006553646702324,-0.0024451838735997,4
8,5,false,-0.0005825779927302,-0.0024451838735997,2
8,6,false,-0.0014106078281479,-0.0024451838735997,2
8,7,false,0.0003458658920261,-0.0024451838735997,1
8,13,true,0.0097083738624819,0.0057223955771034,2
8,14,false,-0.0083773695322912,0.0057223955771034,2
8,15,false,-0.0002750225973144,-0.01284331661516,3
8,16,false,0.0473994559009429,0.0045550515825638,3
8,19,false,-0.006408359390039,-0.0044938763609583,4
9,0,true,0.0069487000936711,-0.0079531844327007,4
9,1,true,-0.003742017649593,-0.0079531844327007,3
9,2,true,3.852662102321602e-05,-0.0079531844327007,3
9,3,true,0.0071499029591254,0.0017730527805016,4
9,4,true,0.0028040254178323,0.0017730527805016,5
9,5,false,-0.0004487068017898,0.0017730527805016,2
9,6,true,0.0016891021959037,0.0017730527805016,1
9,7,false,0.0015443884566845,0.0017730527805016,1
9,8,true,0.0006636324469417,0.0017730527805016,4
9,12,false,0.0021397096554551,0.01651626543455,4
9,16,false,0.0057549823311766,-0.0014373402391375,3
9,19,false,0.0925931942241444,0.0153871532060183,4
10,0,true,-0.0214713629328315,-0.00573113939886,2
10,1,false,0.0104496462785189,-0.00573113939886,4
10,2,true,0.0024788147178064,-0.00573113939886,3
10,3,true,-0.0045506850581782,-0.00573113939886,1
10,4,true,0.0027559768068979,-0.00573113939886,4
10,5,false,0.006900881168116,-0.00573113939886,5
10,6,true,0.0057881595523302,-0.00573113939886,3
10,8,false,0.0062606151623431,0.0115573072672969,3
10,9,true,0.0082103128148629,0.0115573072672969,5
10,10,false,0.0352089041864845,0.0065458469912562,1
10,12,false,0.0003260713358709,-0.0052561971213888,2
10,13,false,-0.0016577983700237,-0.0052561971213888,1
10,14,false,-0.0039404460155004,-0.0052561971213888,5
10,16,false,0.0866018846736047,0.0019463401174129,1
10,17,false,-0.0008057226444767,0.0019463401174129,5
10,21,false,0.0234339520223368,0.0010351489976122,5
11,0,true,-0.0002690394993472,-0.0020505153247132,2
11,1,false,-0.0102172837767602,-0.0020505153247132,4
11,2,true,-0.0008268718582121,-0.0020505153247132,4
11,4,true,-0.0017381551832692,-0.0026167839006037,1
11,5,false,-0.0269642304724713,-0.0026167839006037,2
11,7,false,-0.0051258477415603,-0.0026167839006037,2
11,9,false,-0.0077319472312672,-0.0008066207122745,1
11,12,false,-0.0063745230511418,0.0027772295071495,2
11,13,false,-0.0044219531510363,0.0027772295071495,3
11,15,false,-0.010080237574942,0.0037758586294487,3
12,0,true,-0.0058781066322355,-0.0012500844768243,3
12,1,true,0.0065148129594444,-0.0012500844768243,1
12,2,false,0.0024145167122517,-0.0012500844768243,1
12,3,true,0.0009258129471279,-0.0012500844768243,4
12,6,false,0.0007599504335863,0.0002098207768277,1
12,8,false,0.002577853212717,0.0002098207768277,3
12,17,false,0.0064932161422198,0.0032904173675032,1
12,18,false,0.0115963361977896,-0.0004300044087421,4
12,19,false,0.0014471450133706,-0.0015965276229883,5
13,0,true,0.0212316758438905,0.001087969752649,1
13,1,false,0.0084033857852338,0.001087969752649,5
13,2,true,0.0128061658836687,0.001087969752649,1
13,3,true,0.0059425171300718,0.001087969752649,2
13,4,true,0.006044167863583,0.001087969752649,2
13,5,true,0.0068606439129196,0.001087969752649,1
13,6,true,0.0058127155454644,0.001087969752649,5
13,7,true,0.0042597822754756,-0.0022986928880653,5
13,9,false,0.0123432336052892,-0.0039230129707582,3
13,15,false,0.0037415127783292,-0.0027826338107962,1
13,16,false,0.0043849526075102,-0.0033082739438466,4
14,0,true,0.0152839993273063,-0.0017893749783388,2
14,1,true,0.0045319263225978,-0.0017893749783388,5
14,2,true,0.0001651168976729,-0.0017893749783388,2
14,3,true,0.0006499166329336,-0.0017893749783388,2
14,5,true,0.0002445221296162,0.0007361855617891,4
14,6,true,0.0007658870772828,0.0007361855617891,4
14,7,true,0.0024799373956061,0.0007361855617891,2
14,14,false,0.0029236533050269,0.0002939524850811,5
14,15,false,0.0112485757339231,0.0159770370255898,4
14,17,false,0.021450943538638,0.0073847231337408,4
15,0,true,-0.006609285887671,0.000946383410831,5
15,1,false,-0.0017960952334931,0.000946383410831,1
15,2,true,0.008755347762109,0.000946383410831,3
15,3,true,0.0105743199144171,0.000946383410831,3
15,4,true,0.0071787282135385,-0.0056883206834624,3
15,5,true,0.0035701983701751,-0.0056883206834624,1
15,6,false,0.0005679095507588,-0.0056883206834624,4
15,7,true,0.0007978641349507,-0.0056883206834624,4
15,13,false,0.0098976255954014,0.0015276345960048,1
15,14,false,-0.0043115381105652,-0.0001796336763423,1
15,19,false,0.0084798001589809,0.000432583554912,5
16,0,true,-0.0005598686504613,-0.0006790686212254,3
16,1,true,-0.0018177541636454,-0.0006790686212254,5
16,2,true,-0.0001043887654621,-0.0006790686212254,1
16,3,true,-0.0012956901687226,-0.0006790686212254,5
16,4,true,-0.0004746615235315,-0.0006790686212254,2
16,5,false,-0.0018869086494501,-0.0006790686212254,3
16,6,true,-0.0011985201938631,0.0023048534767762,3
16,7,true,0.0002861593632044,0.0023048534767762,1
16,9,false,0.000459500935942,0.0222307046080985,5
16,10,false,0.0021208048062977,0.0222307046080985,3
