Loading weights:   0%|          | 0/253 [00:00<?, ?it/s]Loading weights: 100%|██████████| 253/253 [00:00<00:00, 76046.93it/s]
[transformers] [1mQwen2ForCausalLM LOAD REPORT[0m from: /Users/mbp_qasim/.cache/huggingface/hub/models--kitft--nla-qwen2.5-7b-L20-ar/snapshots/e2c9e57eac213d37a31612087f645ab6332c1bb6
Key               | Status  | 
------------------+---------+-
model.norm.weight | MISSING | 
lm_head.weight    | MISSING | 

Notes:
- MISSING:	those params were newly initialized because missing from the checkpoint. Consider training on your downstream task.
[21:12:09 rss=11.0G] AR loaded: 21 layers, mse_scale=59.867
[21:12:37 rss=11.0G] pilot 0 claim 0: cos 0.9216 -> 0.9150  drop_rel 1.81pp
[21:12:37 rss=11.0G] pilot 0 claim 1: cos 0.9216 -> 0.9197  drop_rel 0.52pp
[21:12:37 rss=11.0G] pilot 0 claim 2: cos 0.9216 -> 0.9223  drop_rel -0.19pp
[21:12:38 rss=11.0G] pilot 0 claim 3: cos 0.9216 -> 0.9210  drop_rel 0.17pp
[21:12:38 rss=11.0G] pilot 0 claim 6: cos 0.9216 -> 0.9203  drop_rel 0.36pp
[21:12:38 rss=11.0G] pilot 0 claim 11: cos 0.9216 -> 0.9118  drop_rel 2.67pp
[21:12:39 rss=11.0G] pilot 0 claim 12: cos 0.9216 -> 0.9210  drop_rel 0.17pp
[21:12:39 rss=11.0G] pilot 0 claim 13: cos 0.9216 -> 0.9208  drop_rel 0.23pp
[21:12:39 rss=11.0G] pilot 0 claim 15: cos 0.9216 -> 0.9189  drop_rel 0.74pp
[21:12:39 rss=11.0G] pilot 0 claim 16: cos 0.9216 -> 0.9204  drop_rel 0.34pp
[21:12:40 rss=11.0G] pilot 1 claim 0: cos 0.8997 -> 0.8994  drop_rel 0.07pp
[21:12:40 rss=11.0G] pilot 1 claim 2: cos 0.8997 -> 0.9006  drop_rel -0.25pp
[21:12:40 rss=11.0G] pilot 1 claim 4: cos 0.8997 -> 0.9004  drop_rel -0.21pp
[21:12:41 rss=11.0G] pilot 1 claim 6: cos 0.8997 -> 0.8990  drop_rel 0.18pp
[21:12:41 rss=11.0G] pilot 1 claim 7: cos 0.8997 -> 0.8980  drop_rel 0.45pp
[21:12:41 rss=11.0G] pilot 1 claim 8: cos 0.8997 -> 0.9005  drop_rel -0.23pp
[21:12:41 rss=11.0G] pilot 1 claim 12: cos 0.8997 -> 0.8981  drop_rel 0.43pp
[21:12:42 rss=11.0G] pilot 1 claim 13: cos 0.8997 -> 0.9004  drop_rel -0.18pp
[21:12:42 rss=11.0G] pilot 1 claim 17: cos 0.8997 -> 0.8822  drop_rel 4.78pp
[21:12:42 rss=11.0G] pilot 2 claim 3: cos 0.8630 -> 0.8641  drop_rel -0.30pp
[21:12:42 rss=11.0G] pilot 2 claim 4: cos 0.8630 -> 0.8637  drop_rel -0.19pp
[21:12:43 rss=11.0G] pilot 2 claim 5: cos 0.8630 -> 0.8637  drop_rel -0.19pp
[21:12:43 rss=11.0G] pilot 2 claim 6: cos 0.8630 -> 0.8554  drop_rel 2.08pp
[21:12:43 rss=11.0G] pilot 2 claim 7: cos 0.8630 -> 0.8569  drop_rel 1.67pp
[21:12:44 rss=11.0G] pilot 2 claim 8: cos 0.8630 -> 0.8463  drop_rel 4.55pp
[21:12:44 rss=11.0G] pilot 2 claim 9: cos 0.8630 -> 0.8511  drop_rel 3.24pp
[21:12:44 rss=11.0G] pilot 2 claim 11: cos 0.8630 -> 0.8425  drop_rel 5.58pp
[21:12:44 rss=11.0G] pilot 2 claim 12: cos 0.8630 -> 0.8624  drop_rel 0.16pp
[21:12:45 rss=11.0G] pilot 2 claim 13: cos 0.8630 -> 0.8610  drop_rel 0.55pp
[21:12:45 rss=11.0G] pilot 2 claim 14: cos 0.8630 -> 0.8579  drop_rel 1.38pp
[21:12:45 rss=11.0G] pilot 3 claim 8: cos 0.8860 -> 0.8843  drop_rel 0.48pp
[21:12:45 rss=11.0G] pilot 3 claim 12: cos 0.8860 -> 0.8635  drop_rel 6.15pp
[21:12:46 rss=11.0G] pilot 3 claim 13: cos 0.8860 -> 0.8858  drop_rel 0.08pp
[21:12:46 rss=11.0G] pilot 3 claim 15: cos 0.8860 -> 0.8794  drop_rel 1.82pp
[21:12:46 rss=11.0G] pilot 4 claim 1: cos 0.9036 -> 0.9014  drop_rel 0.59pp
[21:12:47 rss=11.0G] pilot 4 claim 2: cos 0.9036 -> 0.9019  drop_rel 0.45pp
[21:12:47 rss=11.0G] pilot 4 claim 4: cos 0.9036 -> 0.9020  drop_rel 0.44pp
[21:12:47 rss=11.0G] pilot 4 claim 7: cos 0.9036 -> 0.9013  drop_rel 0.61pp
[21:12:47 rss=11.0G] pilot 4 claim 8: cos 0.9036 -> 0.9017  drop_rel 0.50pp
[21:12:48 rss=11.0G] pilot 4 claim 9: cos 0.9036 -> 0.8992  drop_rel 1.19pp
[21:12:48 rss=11.0G] pilot 4 claim 12: cos 0.9036 -> 0.9015  drop_rel 0.56pp
[21:12:48 rss=11.0G] pilot 4 claim 13: cos 0.9036 -> 0.9030  drop_rel 0.17pp
[21:12:48 rss=11.0G] pilot 4 claim 14: cos 0.9036 -> 0.8939  drop_rel 2.65pp
[21:12:49 rss=11.0G] pilot 5 claim 0: cos 0.8451 -> 0.8468  drop_rel -0.49pp
[21:12:49 rss=11.0G] pilot 5 claim 6: cos 0.8451 -> 0.8420  drop_rel 0.83pp
[21:12:49 rss=11.0G] pilot 5 claim 7: cos 0.8451 -> 0.8433  drop_rel 0.47pp
[21:12:50 rss=11.0G] pilot 5 claim 8: cos 0.8451 -> 0.8431  drop_rel 0.53pp
[21:12:50 rss=11.0G] pilot 5 claim 9: cos 0.8451 -> 0.8432  drop_rel 0.50pp
[21:12:50 rss=11.0G] pilot 5 claim 10: cos 0.8451 -> 0.8379  drop_rel 1.95pp
[21:12:50 rss=11.0G] pilot 5 claim 12: cos 0.8451 -> 0.8390  drop_rel 1.66pp
[21:12:51 rss=11.0G] pilot 5 claim 13: cos 0.8451 -> 0.8446  drop_rel 0.12pp
[21:12:51 rss=11.0G] pilot 5 claim 15: cos 0.8451 -> 0.8436  drop_rel 0.41pp
[21:12:51 rss=11.0G] pilot 5 claim 16: cos 0.8451 -> 0.8462  drop_rel -0.30pp
[21:12:52 rss=11.0G] pilot 5 claim 17: cos 0.8451 -> 0.8471  drop_rel -0.57pp
[21:12:52 rss=11.0G] pilot 6 claim 3: cos 0.9022 -> 0.9026  drop_rel -0.11pp
[21:12:52 rss=11.0G] pilot 6 claim 5: cos 0.9022 -> 0.9023  drop_rel -0.04pp
[21:12:52 rss=11.0G] pilot 6 claim 6: cos 0.9022 -> 0.8990  drop_rel 0.85pp
[21:12:53 rss=11.0G] pilot 6 claim 11: cos 0.9022 -> 0.9008  drop_rel 0.38pp
[21:12:53 rss=11.0G] pilot 6 claim 12: cos 0.9022 -> 0.9017  drop_rel 0.13pp
[21:12:53 rss=11.0G] pilot 6 claim 13: cos 0.9022 -> 0.8998  drop_rel 0.65pp
[21:12:53 rss=11.0G] pilot 7 claim 3: cos 0.8890 -> 0.8890  drop_rel -0.00pp
[21:12:54 rss=11.0G] pilot 7 claim 4: cos 0.8890 -> 0.8864  drop_rel 0.72pp
[21:12:54 rss=11.0G] pilot 7 claim 8: cos 0.8890 -> 0.8864  drop_rel 0.71pp
[21:12:54 rss=11.0G] pilot 7 claim 9: cos 0.8890 -> 0.8883  drop_rel 0.18pp
