stim_idx,doc_idx,pos,cos_AV,cos_blind,cos_blind_left,cos_rawctx,blind_parse_ok,act_norm,gap
40,598,225,0.8764560881634189,0.3815159192323243,0.38505666107441083,0.45105252237439813,True,119.75593566894531,0.4949401689310946
41,351,142,0.8451522502372644,0.4675465162113009,0.43784065766071084,0.47546160511111224,True,104.7372817993164,0.3776057340259635
42,377,372,0.9022261455224688,0.4270104121149712,0.4467336850973328,0.4028128051581505,True,111.78105926513672,0.4752157334074976
43,512,266,0.8973881994501998,0.41508374848503127,0.4007080386106308,0.6385905540256395,True,119.54602813720703,0.4823044509651685
44,554,393,0.8839904725358461,0.31988579909933407,0.3248515721165334,0.42059069713506353,True,107.0245361328125,0.564104673436512
45,202,178,0.8848661629056508,0.3795947338555208,0.4938224297457611,0.44492641300196406,True,101.81363677978516,0.50527142905013
46,493,146,0.9126302376390062,0.3973968207716063,0.4726679715829969,0.4893985358539624,True,123.77147674560547,0.5152334168673999
47,436,370,0.8929812449451633,0.6357367017111539,0.4093638017853785,0.4292826110070595,True,103.33445739746094,0.25724454323400936
48,32,40,0.8996911309373561,0.4790079160066075,0.539084229357711,0.6784405209612123,True,100.0970687866211,0.42068321493074856
49,606,203,0.8391334933586021,0.5197683470316737,0.41413598052810724,0.4298432966154557,True,118.66777801513672,0.31936514632692836
50,611,214,0.8940764736951006,0.3795712499950142,0.33375582277900767,0.35391895464239326,True,118.33050537109375,0.5145052237000864
51,571,172,0.8991241584243834,0.3909189678613674,0.3877413195674581,0.3400147082278223,True,120.10110473632812,0.508205190563016
52,154,408,0.8549496520398193,0.422901798297753,0.44189364517375157,0.4549872948217398,True,114.92878723144531,0.43204785374206633
53,575,55,0.9140736077258252,0.5777199620512359,0.5017957409016827,0.6517516101460935,True,101.49183654785156,0.33635364567458936
54,316,348,0.8647387305511626,0.36006390450671855,0.38739119706102004,0.3612927053599674,True,109.68121337890625,0.504674826044444
55,395,300,0.7994054719400961,0.4277069756572304,0.39132004546304455,0.4512124624154849,True,95.41879272460938,0.3716984962828657
56,214,442,0.8189734233163892,0.47805620988766195,0.38300961160157554,0.47119596498469984,True,80.00147247314453,0.3409172134287273
57,309,459,0.8977141976973927,0.5022532971746062,0.4384260157616377,0.43910093858834076,True,137.43704223632812,0.3954609005227865
58,107,365,0.8961252919911622,0.4901670157284954,0.5757180422785394,0.47875943766884843,True,117.90853881835938,0.4059582762626668
59,437,396,0.8633531194606237,0.4497536133782945,0.5377002144814718,0.42015117089130083,True,102.5267333984375,0.41359950608232915
60,133,298,0.8909317153231097,0.2985710200034448,0.2959007984773461,0.30860364601799284,True,119.33595275878906,0.5923606953196648
61,330,510,0.8937795982447434,0.3909670874367294,0.4226029396781282,0.6094319307382453,True,119.87686920166016,0.5028125108080139
62,215,485,0.925907818840253,0.290103603866517,0.316561141878189,0.24598154707311004,True,106.54206085205078,0.635804214973736
63,311,325,0.9020529767698312,0.4863775462910554,0.5069508035221914,0.4882994143441484,True,116.00274658203125,0.4156754304787758
64,431,461,0.906960351811116,0.40764036697044215,0.41423862860782346,0.45496058792172733,True,130.31068420410156,0.49931998484067386
65,505,463,0.8709104170652038,0.43840267360621604,0.35446827731149205,0.3876763636302382,True,113.7861328125,0.43250774345898774
66,487,457,0.8872040192986572,0.5539536716488502,0.4394955362305466,0.6924066208463129,True,111.60987091064453,0.333250347649807
67,24,392,0.8152549859747157,0.5445748619116151,0.5711342105653567,0.5616453487046889,True,80.7308120727539,0.2706801240631006
68,248,40,0.8677497710112528,0.28976312976937446,0.2948107197852794,0.2908704795739217,True,121.04952239990234,0.5779866412418784
69,595,331,0.8693632494104001,0.7356897597603962,0.6489485963445922,0.5859339295165225,True,102.15807342529297,0.13367348965000392
70,329,268,0.9241751918755848,0.4238822403775373,0.423902204124819,0.4577497922343851,True,106.40249633789062,0.5002929514980475
71,513,394,0.8892084802435517,0.5569752050617526,0.5297183671401926,0.5854654410392197,True,103.50291442871094,0.3322332751817991
72,238,219,0.9243353654254955,0.47580657425925277,0.47877473737194154,0.5943165159983052,True,104.15827941894531,0.4485287911662428
73,104,251,0.8158129468330602,0.6026225936321576,0.5916156367021902,0.5465563374105534,True,92.76123046875,0.21319035320090252
74,115,113,0.938456135038686,0.4837770550881523,0.49178942486065935,0.5582330738556067,True,132.8726806640625,0.4546790799505337
75,129,40,0.7981617598261463,0.22894105010794763,0.2558544748092878,0.3447808931108655,True,114.38236236572266,0.5692207097181987
76,622,484,0.8165510187590126,0.23671574135037576,0.17303362477294973,0.20710866280323387,True,137.17677307128906,0.5798352774086368
77,169,189,0.8530178711007769,0.4630254875369032,0.44423887254509975,0.4482596383717201,True,114.97297668457031,0.38999238356387367
78,87,315,0.7967841481608959,0.48113215523941094,0.46859567148497816,0.4719790268627901,True,106.09453582763672,0.315651992921485
79,60,24,0.8839908756785633,0.41644170162788396,0.41629555503587884,0.6599795512749,True,116.27408599853516,0.4675491740506793
80,528,430,0.9421320718734908,0.38044225978035473,0.5411894177920318,0.3784174788712236,True,106.13996887207031,0.5616898120931361
81,149,218,0.6792819898977669,0.267081862446235,0.29429573202785936,0.3463572007490234,True,113.91838836669922,0.4122001274515319
82,207,224,0.8091214132469876,0.42888334076539364,0.3536756949924401,0.3779109172880578,True,110.98174285888672,0.38023807248159397
83,497,130,0.9288348398295974,0.4128380967439883,0.6254240981156384,0.5106562954746442,True,122.36223602294922,0.515996743085609
84,69,54,0.935528297211703,0.4644523006536586,0.504784335602303,0.4679400522442868,True,110.29837036132812,0.47107599655804444
85,173,155,0.9251781633958068,0.46600655655171785,0.48225647634879104,0.49957816987805304,True,111.60870361328125,0.459171606844089
86,425,387,0.8538310523407067,0.39998503306917954,0.3680746976118961,0.41060128198425344,True,120.7758560180664,0.4538460192715271
87,413,474,0.905171649212226,0.384747360871887,0.5325387026451971,0.4641643759352139,True,120.93568420410156,0.520424288340339
88,537,73,0.8836902098915548,0.7466521876899039,0.7590678062801808,0.8588853268655985,True,118.47649383544922,0.13703802220165084
89,272,377,0.8916832463944765,0.4176708108683442,0.4643062306328034,0.3789820810791914,True,112.02400970458984,0.4740124355261323
