pair_id,template_id,layer,entity_a,entity_b,lp_a_h0,lp_b_h0,D_0,t2c_D_a,t2c_D_b,t2c_D_0,error,n_tok_a,n_tok_b,lp_a_ha,lp_b_ha,lp_a_hb,lp_b_hb,D_a,D_b,donor,D_a_cen,D_b_cen
0,0,16,Paris,Lyon,-15.683979034423828,-19.824604034423828,4.140625,11.171875,8.71875,4.140625,,1,1,-8.043573379516602,-19.5318546295166,-9.814163208007812,-19.411819458007812,11.48828125,9.59765625,1.890625,7.34765625,5.45703125
0,0,20,Paris,Lyon,-15.683979034423828,-19.824604034423828,4.140625,11.171875,8.71875,4.140625,,1,1,-6.684017181396484,-17.855892181396484,-8.720623016357422,-17.439373016357422,11.171875,8.71875,2.453125,7.03125,4.578125
0,0,24,Paris,Lyon,-15.683979034423828,-19.824604034423828,4.140625,11.171875,8.71875,4.140625,,1,1,-2.2971487045288086,-15.859648704528809,-3.1511764526367188,-12.838676452636719,13.5625,9.6875,3.875,9.421875,5.546875
0,0,27,Paris,Lyon,-15.683979034423828,-19.824604034423828,4.140625,11.171875,8.71875,4.140625,,1,1,-9.200851440429688,-18.513351440429688,-6.5947041511535645,-16.032203674316406,9.3125,9.437499523162842,-0.1249995231628418,5.171875,5.296874523162842
1,0,16,Rome,Milan,-14.512104034423828,-17.465229034423828,2.953125,3.25,2.999999523162842,2.953125,,1,1,-7.87747859954834,-12.53372859954834,-8.863286018371582,-12.863286018371582,4.65625,4.0,0.65625,1.703125,1.046875
1,0,20,Rome,Milan,-14.512104034423828,-17.465229034423828,2.953125,3.25,2.999999523162842,2.953125,,1,1,-8.128131866455078,-11.378131866455078,-7.496885776519775,-10.496885299682617,3.25,2.999999523162842,0.2500004768371582,0.296875,0.0468745231628418
1,0,24,Rome,Milan,-14.512104034423828,-17.465229034423828,2.953125,3.25,2.999999523162842,2.953125,,1,1,-2.309892177581787,-10.059891700744629,-2.989318370819092,-7.426818370819092,7.749999523162842,4.4375,3.312499523162842,4.796874523162842,1.484375
1,0,27,Rome,Milan,-14.512104034423828,-17.465229034423828,2.953125,3.25,2.999999523162842,2.953125,,1,1,-9.44572639465332,-12.57072639465332,-9.46371078491211,-11.27621078491211,3.125,1.8125,1.3125,0.171875,-1.140625
2,0,16,Madrid,Lisbon,-19.086322784423828,-17.906635284423828,-1.1796875,0.9375,-0.4375,-1.1796875,,1,1,-10.619283676147461,-11.369283676147461,-9.06784439086914,-8.19284439086914,0.75,-0.875,1.625,1.9296875,0.3046875
2,0,20,Madrid,Lisbon,-19.086322784423828,-17.906635284423828,-1.1796875,0.9375,-0.4375,-1.1796875,,1,1,-8.570579528808594,-9.508079528808594,-8.421417236328125,-7.983917236328125,0.9375,-0.4375,1.375,2.1171875,0.7421875
2,0,24,Madrid,Lisbon,-19.086322784423828,-17.906635284423828,-1.1796875,0.9375,-0.4375,-1.1796875,,1,1,-4.902043342590332,-10.589543342590332,-6.746199131011963,-2.746199131011963,5.6875,-4.0,9.6875,6.8671875,-2.8203125
2,0,27,Madrid,Lisbon,-19.086322784423828,-17.906635284423828,-1.1796875,0.9375,-0.4375,-1.1796875,,1,1,-7.827329635620117,-9.327329635620117,-11.22707462310791,-10.78957462310791,1.5,-0.4375,1.9375,2.6796875,0.7421875
3,0,16,Berlin,Munich,-14.387104034423828,-15.855854034423828,1.46875,4.1875,3.375,1.46875,,1,1,-8.741211891174316,-12.991211891174316,-8.663071632385254,-12.569321632385254,4.25,3.90625,0.34375,2.78125,2.4375
3,0,20,Berlin,Munich,-14.387104034423828,-15.855854034423828,1.46875,4.1875,3.375,1.46875,,1,1,-6.38255500793457,-10.57005500793457,-7.061931610107422,-10.436931610107422,4.1875,3.375,0.8125,2.71875,1.90625
3,0,24,Berlin,Munich,-14.387104034423828,-15.855854034423828,1.46875,4.1875,3.375,1.46875,,1,1,-2.4025163650512695,-6.2775163650512695,-3.7312192916870117,-3.4812192916870117,3.875,-0.25,4.125,2.40625,-1.71875
3,0,27,Berlin,Munich,-14.387104034423828,-15.855854034423828,1.46875,4.1875,3.375,1.46875,,1,1,-7.920194625854492,-10.232694625854492,-8.148323059082031,-8.648323059082031,2.3125,0.5,1.8125,0.84375,-0.96875
4,1,16,flour,sugar,-19.191022872924805,-18.218366622924805,-0.97265625,-2.46875,-3.5312509536743164,-0.97265625,,1,1,-16.677322387695312,-14.896073341369629,-17.72271728515625,-15.394593238830566,-1.7812490463256836,-2.3281240463256836,0.546875,-0.8085927963256836,-1.3554677963256836
4,1,20,flour,sugar,-19.191022872924805,-18.218366622924805,-0.97265625,-2.46875,-3.5312509536743164,-0.97265625,,1,1,-17.483779907226562,-15.015029907226562,-17.93162727355957,-14.400376319885254,-2.46875,-3.5312509536743164,1.0625009536743164,-1.49609375,-2.5585947036743164
4,1,24,flour,sugar,-19.191022872924805,-18.218366622924805,-0.97265625,-2.46875,-3.5312509536743164,-0.97265625,,1,1,-18.173057556152344,-16.141807556152344,-20.088428497314453,-15.400928497314453,-2.03125,-4.6875,2.65625,-1.05859375,-3.71484375
4,1,27,flour,sugar,-19.191022872924805,-18.218366622924805,-0.97265625,-2.46875,-3.5312509536743164,-0.97265625,,1,1,-19.93457794189453,-19.65332794189453,-20.84848403930664,-18.53598403930664,-0.28125,-2.3125,2.03125,0.69140625,-1.33984375
5,1,16,rice,milk,-17.019147872924805,-17.230085372924805,0.2109375,0.1250009536743164,-2.8281240463256836,0.2109375,,1,1,-12.96536922454834,-14.27786922454834,-18.371963500976562,-14.403214454650879,1.3125,-3.9687490463256836,5.281249046325684,1.1015625,-4.179686546325684
5,1,20,rice,milk,-17.019147872924805,-17.230085372924805,0.2109375,0.1250009536743164,-2.8281240463256836,0.2109375,,1,1,-15.901776313781738,-16.026777267456055,-18.274307250976562,-15.446183204650879,0.1250009536743164,-2.8281240463256836,2.953125,-0.0859365463256836,-3.0390615463256836
5,1,24,rice,milk,-17.019147872924805,-17.230085372924805,0.2109375,0.1250009536743164,-2.8281240463256836,0.2109375,,1,1,-16.85157585144043,-18.02345085144043,-19.826004028320312,-17.294754028320312,1.171875,-2.53125,3.703125,0.9609375,-2.7421875
5,1,27,rice,milk,-17.019147872924805,-17.230085372924805,0.2109375,0.1250009536743164,-2.8281240463256836,0.2109375,,1,1,-17.181123733520508,-19.884248733520508,-17.96367073059082,-19.01054573059082,2.703125,1.046875,1.65625,2.4921875,0.8359375
6,1,16,butter,cream,-18.301374435424805,-19.007429122924805,0.7060546875,2.0078125,1.640625,0.7060546875,,1,1,-18.12476348876953,-18.42163848876953,-18.549833297729492,-18.987333297729492,0.296875,0.4375,-0.140625,-0.4091796875,-0.2685546875
6,1,20,butter,cream,-18.301374435424805,-19.007429122924805,0.7060546875,2.0078125,1.640625,0.7060546875,,1,1,-18.39986228942871,-20.40767478942871,-17.05744171142578,-18.69806671142578,2.0078125,1.640625,0.3671875,1.3017578125,0.9345703125
6,1,24,butter,cream,-18.301374435424805,-19.007429122924805,0.7060546875,2.0078125,1.640625,0.7060546875,,1,1,-19.704479217529297,-20.587291717529297,-17.82813262939453,-18.67188262939453,0.8828125,0.84375,0.0390625,0.1767578125,0.1376953125
6,1,27,butter,cream,-18.301374435424805,-19.007429122924805,0.7060546875,2.0078125,1.640625,0.7060546875,,1,1,-21.8658390045166,-23.0162296295166,-21.584077835083008,-22.990327835083008,1.150390625,1.40625,-0.255859375,0.4443359375,0.7001953125
7,1,16,water,wine,-15.120711326599121,-15.480086326599121,0.359375,1.2187490463256836,-1.8125,0.359375,,1,1,-14.854717254638672,-15.135967254638672,-15.167729377746582,-14.011479377746582,0.28125,-1.15625,1.4375,-0.078125,-1.515625
7,1,20,water,wine,-15.120711326599121,-15.480086326599121,0.359375,1.2187490463256836,-1.8125,0.359375,,1,1,-15.573180198669434,-16.791929244995117,-15.437140464782715,-13.624640464782715,1.2187490463256836,-1.8125,3.0312490463256836,0.8593740463256836,-2.171875
7,1,24,water,wine,-15.120711326599121,-15.480086326599121,0.359375,1.2187490463256836,-1.8125,0.359375,,1,1,-17.60462760925293,-17.91712760925293,-17.908334732055664,-13.908334732055664,0.3125,-4.0,4.3125,-0.046875,-4.359375
7,1,27,water,wine,-15.120711326599121,-15.480086326599121,0.359375,1.2187490463256836,-1.8125,0.359375,,1,1,-18.59490203857422,-18.53240203857422,-18.536483764648438,-17.223983764648438,-0.0625,-1.3125,1.25,-0.421875,-1.671875
8,2,16,Monday,Friday,-18.794374465942383,-17.403749465942383,-1.390625,0.6875,0.6875,-1.390625,,1,1,-17.104976654052734,-17.479976654052734,-16.809490203857422,-17.184490203857422,0.375,0.375,0.0,1.765625,1.765625
8,2,20,Monday,Friday,-18.794374465942383,-17.403749465942383,-1.390625,0.6875,0.6875,-1.390625,,1,1,-13.869365692138672,-14.556865692138672,-13.55278205871582,-14.24028205871582,0.6875,0.6875,0.0,2.078125,2.078125
8,2,24,Monday,Friday,-18.794374465942383,-17.403749465942383,-1.390625,0.6875,0.6875,-1.390625,,1,1,-12.775484085083008,-13.494234085083008,-12.124238014221191,-12.936738014221191,0.71875,0.8125,-0.09375,2.109375,2.203125
8,2,27,Monday,Friday,-18.794374465942383,-17.403749465942383,-1.390625,0.6875,0.6875,-1.390625,,1,1,-15.456793785095215,-15.925543785095215,-15.639482498168945,-15.951982498168945,0.46875,0.3125,0.15625,1.859375,1.703125
9,2,16,Tuesday,Thursday,-18.075624465942383,-18.513124465942383,0.4375,0.5,0.5,0.4375,,1,1,-17.58531951904297,-18.02281951904297,-17.934640884399414,-18.403390884399414,0.4375,0.46875,-0.03125,0.0,0.03125
9,2,20,Tuesday,Thursday,-18.075624465942383,-18.513124465942383,0.4375,0.5,0.5,0.4375,,1,1,-13.885502815246582,-14.385502815246582,-14.325787544250488,-14.825787544250488,0.5,0.5,0.0,0.0625,0.0625
9,2,24,Tuesday,Thursday,-18.075624465942383,-18.513124465942383,0.4375,0.5,0.5,0.4375,,1,1,-13.761382102966309,-13.730132102966309,-13.70098876953125,-13.63848876953125,-0.03125,-0.0625,0.03125,-0.46875,-0.5
9,2,27,Tuesday,Thursday,-18.075624465942383,-18.513124465942383,0.4375,0.5,0.5,0.4375,,1,1,-15.646060943603516,-15.302310943603516,-16.01349449157715,-15.607244491577148,-0.34375,-0.40625,0.0625,-0.78125,-0.84375
10,2,16,March,April,-14.6693754196167,-15.3568754196167,0.6875,-0.875,-0.875,0.6875,,1,1,-16.94951057434082,-16.29326057434082,-16.482881546020508,-15.670382499694824,-0.65625,-0.8124990463256836,0.1562490463256836,-1.34375,-1.4999990463256836
10,2,20,March,April,-14.6693754196167,-15.3568754196167,0.6875,-0.875,-0.875,0.6875,,1,1,-13.114697456359863,-12.239697456359863,-13.043972969055176,-12.168972969055176,-0.875,-0.875,0.0,-1.5625,-1.5625
10,2,24,March,April,-14.6693754196167,-15.3568754196167,0.6875,-0.875,-0.875,0.6875,,1,1,-13.581574440002441,-12.800324440002441,-13.888609886169434,-13.138609886169434,-0.78125,-0.75,-0.03125,-1.46875,-1.4375
10,2,27,March,April,-14.6693754196167,-15.3568754196167,0.6875,-0.875,-0.875,0.6875,,1,1,-16.29886245727539,-16.20511245727539,-15.981369018554688,-15.856369018554688,-0.09375,-0.125,0.03125,-0.78125,-0.8125
11,2,16,noon,dusk,-16.216249465942383,-20.806093215942383,4.58984375,5.078125,2.765625,4.58984375,,1,1,-17.679975509643555,-20.164350509643555,-18.2327938079834,-20.0765438079834,2.484375,1.84375,0.640625,-2.10546875,-2.74609375
11,2,20,noon,dusk,-16.216249465942383,-20.806093215942383,4.58984375,5.078125,2.765625,4.58984375,,1,1,-14.331136703491211,-19.40926170349121,-15.388498306274414,-18.154123306274414,5.078125,2.765625,2.3125,0.48828125,-1.82421875
11,2,24,noon,dusk,-16.216249465942383,-20.806093215942383,4.58984375,5.078125,2.765625,4.58984375,,1,1,-13.101378440856934,-17.413877487182617,-14.58575439453125,-16.86700439453125,4.312499046325684,2.28125,2.0312490463256836,-0.2773447036743164,-2.30859375
11,2,27,noon,dusk,-16.216249465942383,-20.806093215942383,4.58984375,5.078125,2.765625,4.58984375,,1,1,-16.261987686157227,-22.246362686157227,-15.848114013671875,-21.168426513671875,5.984375,5.3203125,0.6640625,1.39453125,0.73046875
12,3,16,violin,guitar,-22.096054077148438,-19.105331420898438,-2.99072265625,-3.4609375,-3.30078125,-2.99072265625,,1,1,-22.985097885131836,-18.860097885131836,-22.81914520263672,-18.70977020263672,-4.125,-4.109375,-0.015625,-1.13427734375,-1.11865234375
12,3,20,violin,guitar,-22.096054077148438,-19.105331420898438,-2.99072265625,-3.4609375,-3.30078125,-2.99072265625,,1,1,-23.723644256591797,-20.262706756591797,-23.721975326538086,-20.421194076538086,-3.4609375,-3.30078125,-0.16015625,-0.47021484375,-0.31005859375
12,3,24,violin,guitar,-22.096054077148438,-19.105331420898438,-2.99072265625,-3.4609375,-3.30078125,-2.99072265625,,1,1,-23.006267547607422,-18.475017547607422,-22.148681640625,-17.179931640625,-4.53125,-4.96875,0.4375,-1.54052734375,-1.97802734375
12,3,27,violin,guitar,-22.096054077148438,-19.105331420898438,-2.99072265625,-3.4609375,-3.30078125,-2.99072265625,,1,1,-22.5992488861084,-18.7867488861084,-21.617094039916992,-17.195219039916992,-3.8125,-4.421875,0.609375,-0.82177734375,-1.43115234375
13,3,16,flute,horn,-22.705429077148438,-21.783554077148438,-0.921875,0.970703125,0.802734375,-0.921875,,1,1,-20.31675910949707,-22.37535285949707,-20.11863899230957,-22.15379524230957,2.05859375,2.03515625,0.0234375,2.98046875,2.95703125
13,3,20,flute,horn,-22.705429077148438,-21.783554077148438,-0.921875,0.970703125,0.802734375,-0.921875,,1,1,-22.055267333984375,-23.025970458984375,-21.536270141601562,-22.339004516601562,0.970703125,0.802734375,0.16796875,1.892578125,1.724609375
13,3,24,flute,horn,-22.705429077148438,-21.783554077148438,-0.921875,0.970703125,0.802734375,-0.921875,,1,1,-23.46875762939453,-24.39063262939453,-22.08679962158203,-23.61804962158203,0.921875,1.53125,-0.609375,1.84375,2.453125
13,3,27,flute,horn,-22.705429077148438,-21.783554077148438,-0.921875,0.970703125,0.802734375,-0.921875,,1,1,-23.906198501586914,-25.738229751586914,-21.93718910217285,-24.39812660217285,1.83203125,2.4609375,-0.62890625,2.75390625,3.3828125
14,3,16,piano,drums,-20.471054077148438,-22.533554077148438,2.0625,3.044921875,2.828125,2.0625,,1,1,-19.553714752197266,-22.006839752197266,-19.47951316833496,-22.05763816833496,2.453125,2.578125,-0.125,0.390625,0.515625
14,3,20,piano,drums,-20.471054077148438,-22.533554077148438,2.0625,3.044921875,2.828125,2.0625,,1,1,-20.394596099853516,-23.439517974853516,-20.897968292236328,-23.726093292236328,3.044921875,2.828125,0.216796875,0.982421875,0.765625
14,3,24,piano,drums,-20.471054077148438,-22.533554077148438,2.0625,3.044921875,2.828125,2.0625,,1,1,-16.439485549926758,-23.408235549926758,-18.152244567871094,-24.495994567871094,6.96875,6.34375,0.625,4.90625,4.28125
14,3,27,piano,drums,-20.471054077148438,-22.533554077148438,2.0625,3.044921875,2.828125,2.0625,,1,1,-17.111967086791992,-24.246732711791992,-17.58965492248535,-24.65996742248535,7.134765625,7.0703125,0.064453125,5.072265625,5.0078125
15,3,16,trumpet,organ,-22.033554077148438,-18.482772827148438,-3.55078125,-4.40625,-4.06640625,-3.55078125,,1,1,-23.398353576660156,-18.718666076660156,-23.079931259155273,-18.470556259155273,-4.6796875,-4.609375,-0.0703125,-1.12890625,-1.05859375
15,3,20,trumpet,organ,-22.033554077148438,-18.482772827148438,-3.55078125,-4.40625,-4.06640625,-3.55078125,,1,1,-23.909543991088867,-19.503293991088867,-23.422658920288086,-19.356252670288086,-4.40625,-4.06640625,-0.33984375,-0.85546875,-0.515625
15,3,24,trumpet,organ,-22.033554077148438,-18.482772827148438,-3.55078125,-4.40625,-4.06640625,-3.55078125,,1,1,-24.620393753051758,-21.448518753051758,-22.81381607055664,-20.79819107055664,-3.171875,-2.015625,-1.15625,0.37890625,1.53515625
15,3,27,trumpet,organ,-22.033554077148438,-18.482772827148438,-3.55078125,-4.40625,-4.06640625,-3.55078125,,1,1,-25.004425048828125,-19.090362548828125,-23.204957962036133,-17.634645462036133,-5.9140625,-5.5703125,-0.34375,-2.36328125,-2.01953125
16,4,16,gold,iron,-17.26695442199707,-18.16148567199707,0.89453125,2.3281240463256836,2.546875,0.89453125,,1,1,-15.338857650756836,-16.213857650756836,-15.233368873596191,-16.420869827270508,0.875,1.1875009536743164,-0.3125009536743164,-0.01953125,0.2929697036743164
16,4,20,gold,iron,-17.26695442199707,-18.16148567199707,0.89453125,2.3281240463256836,2.546875,0.89453125,,1,1,-14.714329719543457,-17.04245376586914,-14.010957717895508,-16.557832717895508,2.3281240463256836,2.546875,-0.2187509536743164,1.4335927963256836,1.65234375
16,4,24,gold,iron,-17.26695442199707,-18.16148567199707,0.89453125,2.3281240463256836,2.546875,0.89453125,,1,1,-12.661133766174316,-16.1142578125,-12.370512962341309,-16.222074508666992,3.4531240463256836,3.8515615463256836,-0.3984375,2.5585927963256836,2.9570302963256836
16,4,27,gold,iron,-17.26695442199707,-18.16148567199707,0.89453125,2.3281240463256836,2.546875,0.89453125,,1,1,-18.15534782409668,-21.17487907409668,-17.606782913208008,-19.802095413208008,3.01953125,2.1953125,0.82421875,2.125,1.30078125
17,4,16,silver,copper,-19.38414192199707,-18.89000129699707,-0.494140625,1.0,0.5625,-0.494140625,,1,1,-16.38741683959961,-18.05929183959961,-16.610858917236328,-18.040546417236328,1.671875,1.4296875,0.2421875,2.166015625,1.923828125
17,4,20,silver,copper,-19.38414192199707,-18.89000129699707,-0.494140625,1.0,0.5625,-0.494140625,,1,1,-16.44822120666504,-17.44822120666504,-17.062219619750977,-17.624719619750977,1.0,0.5625,0.4375,1.494140625,1.056640625
17,4,24,silver,copper,-19.38414192199707,-18.89000129699707,-0.494140625,1.0,0.5625,-0.494140625,,1,1,-14.362166404724121,-15.502791404724121,-14.002998352050781,-15.346748352050781,1.140625,1.34375,-0.203125,1.634765625,1.837890625
