slot_id,context_id,split,slot_type,meaning_id,category,role,truth,transform,group,valid,dup_detected,cos,cos_orig,delta,abs_delta,V
c0_entity,0,dev,entity,c0_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.9101414385512429,0.9110167110114638,-0.0008752724602208994,0.0008752724602208994,9.400484832522427e-05
c0_entity,0,dev,entity,c0_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.9089843894732418,0.9110167110114638,-0.0020323215382219706,0.0020323215382219706,0.0008924292228889019
c0_entity,0,dev,entity,c0_entity_entity_sub,entity_sub,false,contradicted,light1,light,True,False,0.9100621273291178,0.9111649915372814,-0.0011028642081635232,0.0011028642081635232,0.00011596909431477176
c0_entity,0,dev,entity,c0_entity_entity_sub,entity_sub,false,contradicted,aggr1,aggressive,True,False,0.9092233218975104,0.9111649915372814,-0.0019416696397709376,0.0019416696397709376,0.0010222482810283706
c0_entity,0,dev,entity,c0_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.9103608353411168,0.9112174038612864,-0.0008565685201695761,0.0008565685201695761,0.00010686968275630537
c0_entity,0,dev,entity,c0_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.9091286042228086,0.9112174038612864,-0.002088799638477745,0.002088799638477745,0.0008961744001753091
c1_entity,1,dev,entity,c1_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8466643822081601,0.846466506075511,0.00019787613264909965,0.00019787613264909965,0.00011261700208076153
c1_entity,1,dev,entity,c1_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.847032828867985,0.846466506075511,0.0005663227924740388,0.0005663227924740388,0.0030872849462079133
c1_entity,1,dev,entity,c1_entity_entity_sub,entity_sub,false,contradicted,light1,light,True,False,0.8475265271740731,0.8475096894039983,1.6837770074773495e-05,1.6837770074773495e-05,0.00010990118275067129
c1_entity,1,dev,entity,c1_entity_entity_sub,entity_sub,false,contradicted,aggr1,aggressive,True,False,0.8484981690861864,0.8475096894039983,0.0009884796821880704,0.0009884796821880704,0.0028658237524561425
c1_entity,1,dev,entity,c1_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8413766801470939,0.8413147393958536,6.194075124033027e-05,6.194075124033027e-05,0.00011365244703642752
c1_entity,1,dev,entity,c1_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8402502549918341,0.8413147393958536,-0.0010644844040194057,0.0010644844040194057,0.003019403554190725
c1_detail,1,dev,detail,c1_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8464596927034432,0.846466506075511,-6.813372067759893e-06,6.813372067759893e-06,7.966664040781612e-05
c1_detail,1,dev,detail,c1_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8535828200127479,0.846466506075511,0.0071163139372368844,0.0071163139372368844,0.003964780876551055
c1_detail,1,dev,detail,c1_detail_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8457561276993839,0.845791968587245,-3.584088786112716e-05,3.584088786112716e-05,7.889737678212771e-05
c1_detail,1,dev,detail,c1_detail_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8524268812536763,0.845791968587245,0.006634912666431236,0.006634912666431236,0.003856741026473376
c1_detail,1,dev,detail,c1_detail_relation_rev,relation_rev,false,contradicted,light1,light,True,False,0.846688932873655,0.8462224103008934,0.00046652257276158515,0.00046652257276158515,0.00013923966831341783
c1_detail,1,dev,detail,c1_detail_relation_rev,relation_rev,false,contradicted,aggr1,aggressive,True,False,0.8533365827804393,0.8462224103008934,0.007114172479545933,0.007114172479545933,0.00395281090793187
c2_entity,2,dev,entity,c2_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8793673615816768,0.8800338678383559,-0.000666506256679078,0.000666506256679078,0.00017542609979537271
c2_entity,2,dev,entity,c2_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8779734457868376,0.8800338678383559,-0.0020604220515183513,0.0020604220515183513,0.0025268546972747608
c2_entity,2,dev,entity,c2_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.885422533366509,0.8863394466234806,-0.0009169132569716298,0.0009169132569716298,0.0001593426427847211
c2_entity,2,dev,entity,c2_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8828367732501078,0.8863394466234806,-0.0035026733733728443,0.0035026733733728443,0.0026728743401449595
c3_entity,3,dev,entity,c3_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8698964947550545,0.8694688752404652,0.0004276195145892503,0.0004276195145892503,0.00011818438228128336
c3_entity,3,dev,entity,c3_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8680890295944349,0.8694688752404652,-0.001379845646030331,0.001379845646030331,0.0015140950316339108
c3_entity,3,dev,entity,c3_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8697915885277163,0.8695428328936702,0.0002487556340461383,0.0002487556340461383,0.0001216040481037961
c3_entity,3,dev,entity,c3_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8688785951675441,0.8695428328936702,-0.0006642377261261156,0.0006642377261261156,0.0011989355759411957
c3_detail,3,dev,detail,c3_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8690968299525665,0.8694688752404652,-0.0003720452878986924,0.0003720452878986924,8.113909606588532e-05
c3_detail,3,dev,detail,c3_detail_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8700765895675888,0.8694688752404652,0.0006077143271235874,0.0006077143271235874,0.0014173502804146754
c3_detail,3,dev,detail,c3_detail_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.868927797339434,0.8693447031157827,-0.000416905776348675,0.000416905776348675,7.743746114119432e-05
c3_detail,3,dev,detail,c3_detail_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8701247765266875,0.8693447031157827,0.0007800734109048024,0.0007800734109048024,0.0014170600336891326
c4_entity,4,dev,entity,c4_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8865351767614531,0.8872770777170098,-0.0007419009555567069,0.0007419009555567069,0.0005280809060044245
c4_entity,4,dev,entity,c4_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8874477899254588,0.8872770777170098,0.0001707122084489976,0.0001707122084489976,0.0031350538494563374
c4_entity,4,dev,entity,c4_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8858278588746197,0.886954480814596,-0.0011266219399763688,0.0011266219399763688,0.0005717089599936998
c4_entity,4,dev,entity,c4_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8865318498908866,0.886954480814596,-0.0004226309237094217,0.0004226309237094217,0.002778625125268497
c5_entity,5,dev,entity,c5_entity_correct_original,correct_original,correct,entailed,light1,light,True,False,0.8752371875215571,0.8767025951534552,-0.0014654076318980636,0.0014654076318980636,0.00017370922431225733
c5_entity,5,dev,entity,c5_entity_correct_original,correct_original,correct,entailed,aggr1,aggressive,True,False,0.8713350377845553,0.8767025951534552,-0.005367557368899822,0.005367557368899822,0.0014963037721289485
c5_entity,5,dev,entity,c5_entity_detail_sub,detail_sub,false,contradicted,light1,light,True,False,0.8745881311488792,0.8762684588661185,-0.0016803277172392495,0.0016803277172392495,0.0001738387309272449
c5_entity,5,dev,entity,c5_entity_detail_sub,detail_sub,false,contradicted,aggr1,aggressive,True,False,0.8710743172302317,0.8762684588661185,-0.005194141635886829,0.005194141635886829,0.0012346575930324288
c6_entity,6,dev,entity,c6_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,light1,light,True,False,0.8767200087814108,0.8782665546924581,-0.0015465459110473034,0.0015465459110473034,0.0002230439742642032
c6_entity,6,dev,entity,c6_entity_original_contradicted,original_contradicted,natural_error_original,contradicted,aggr1,aggressive,True,False,0.8777589234778441,0.8782665546924581,-0.0005076312146139461,0.0005076312146139461,0.0016453780261532769
c6_entity,6,dev,entity,c6_entity_correction,correction,correct,entailed,light1,light,True,False,0.8808990163292398,0.8825219945001789,-0.0016229781709390378,0.0016229781709390378,0.0002560501940159776
c6_entity,6,dev,entity,c6_entity_correction,correction,correct,entailed,aggr1,aggressive,True,False,0.8820356536873027,0.8825219945001789,-0.0004863408128761293,0.0004863408128761293,0.0017617978691655267
