text_id,activation_id,cos,mse,pred_norm,V_vs_orig_wording,carrier_id,pair_id,truth_of_activation
F1T1f0A_carrier,F1T1f0A,0.8395110909674424,0.3209778180651153,162.96701049804688,,F1T1f0A,F1T1f0,
F1T1f0A_carrier,F1T1f0B,0.8403181365454427,0.3193637269091145,162.96701049804688,,F1T1f0A,F1T1f0,
F1T1f0B_carrier,F1T1f0A,0.8215923949331412,0.35681521013371764,157.85488891601562,,F1T1f0B,F1T1f0,
F1T1f0B_carrier,F1T1f0B,0.8226854265727404,0.3546291468545193,157.85488891601562,,F1T1f0B,F1T1f0,
F1T1f1A_carrier,F1T1f1A,0.8193435565132839,0.3613128869734321,160.0959930419922,,F1T1f1A,F1T1f1,
F1T1f1A_carrier,F1T1f1B,0.8201685137310069,0.3596629725379863,160.0959930419922,,F1T1f1A,F1T1f1,
F1T1f1B_carrier,F1T1f1A,0.8312282936416757,0.33754341271664856,163.9239044189453,,F1T1f1B,F1T1f1,
F1T1f1B_carrier,F1T1f1B,0.8320933230454582,0.3358133539090835,163.9239044189453,,F1T1f1B,F1T1f1,
F1T1f2A_carrier,F1T1f2A,0.8347030560228527,0.3305938879542947,158.60984802246094,,F1T1f2A,F1T1f2,
F1T1f2A_carrier,F1T1f2B,0.8340408062373067,0.3319183875253866,158.60984802246094,,F1T1f2A,F1T1f2,
F1T1f2B_carrier,F1T1f2A,0.8217803981366907,0.35643920372661864,152.85508728027344,,F1T1f2B,F1T1f2,
F1T1f2B_carrier,F1T1f2B,0.8204004694411502,0.3591990611176996,152.85508728027344,,F1T1f2B,F1T1f2,
F1T1f3A_carrier,F1T1f3A,0.8448960400812013,0.3102079198375973,164.69337463378906,,F1T1f3A,F1T1f3,
F1T1f3A_carrier,F1T1f3B,0.847615998406199,0.3047680031876021,164.69337463378906,,F1T1f3A,F1T1f3,
F1T1f3B_carrier,F1T1f3A,0.8450540249552573,0.30989195008948545,164.99806213378906,,F1T1f3B,F1T1f3,
F1T1f3B_carrier,F1T1f3B,0.8477280165097123,0.3045439669805754,164.99806213378906,,F1T1f3B,F1T1f3,
F1T2f0A_carrier,F1T2f0A,0.8247335035005764,0.3505329929988472,164.33140563964844,,F1T2f0A,F1T2f0,
F1T2f0A_carrier,F1T2f0B,0.8195906892807423,0.3608186214385154,164.33140563964844,,F1T2f0A,F1T2f0,
F1T2f0B_carrier,F1T2f0A,0.822903209541923,0.35419358091615405,166.04869079589844,,F1T2f0B,F1T2f0,
F1T2f0B_carrier,F1T2f0B,0.8191820249800221,0.36163595003995574,166.04869079589844,,F1T2f0B,F1T2f0,
F1T2f1A_carrier,F1T2f1A,0.8238639605247786,0.35227207895044277,168.31651306152344,,F1T2f1A,F1T2f1,
F1T2f1A_carrier,F1T2f1B,0.8156327954598923,0.3687344090802154,168.31651306152344,,F1T2f1A,F1T2f1,
F1T2f1B_carrier,F1T2f1A,0.8183044050099864,0.3633911899800273,164.84593200683594,,F1T2f1B,F1T2f1,
F1T2f1B_carrier,F1T2f1B,0.8153504513661275,0.369299097267745,164.84593200683594,,F1T2f1B,F1T2f1,
F1T2f2A_carrier,F1T2f2A,0.829162529407184,0.3416749411856319,163.923095703125,,F1T2f2A,F1T2f2,
F1T2f2A_carrier,F1T2f2B,0.8293111224040667,0.34137775519186664,163.923095703125,,F1T2f2A,F1T2f2,
F1T2f2B_carrier,F1T2f2A,0.8589510253108534,0.28209794937829313,170.85525512695312,,F1T2f2B,F1T2f2,
F1T2f2B_carrier,F1T2f2B,0.8607546912433817,0.27849061751323667,170.85525512695312,,F1T2f2B,F1T2f2,
F1T2f3A_carrier,F1T2f3A,0.8263949813097152,0.34721003738056955,159.4330291748047,,F1T2f3A,F1T2f3,
F1T2f3A_carrier,F1T2f3B,0.8251158196063699,0.34976836078726015,159.4330291748047,,F1T2f3A,F1T2f3,
F1T2f3B_carrier,F1T2f3A,0.8229188047169467,0.35416239056610666,164.85548400878906,,F1T2f3B,F1T2f3,
F1T2f3B_carrier,F1T2f3B,0.8249748642961072,0.35005027140778555,164.85548400878906,,F1T2f3B,F1T2f3,
F2T1f0A_carrier,F2T1f0A,0.8319875126667897,0.33602497466642056,155.52342224121094,,F2T1f0A,F2T1f0,
F2T1f0A_carrier,F2T1f0B,0.8296656095228012,0.34066878095439757,155.52342224121094,,F2T1f0A,F2T1f0,
F2T1f0B_carrier,F2T1f0A,0.8370696209729112,0.3258607580541777,161.39596557617188,,F2T1f0B,F2T1f0,
F2T1f0B_carrier,F2T1f0B,0.8335909883775316,0.3328180232449367,161.39596557617188,,F2T1f0B,F2T1f0,
F2T1f1A_carrier,F2T1f1A,0.8443910688281967,0.3112178623436066,159.40078735351562,,F2T1f1A,F2T1f1,
F2T1f1A_carrier,F2T1f1B,0.8438694938963628,0.3122610122072744,159.40078735351562,,F2T1f1A,F2T1f1,
F2T1f1B_carrier,F2T1f1A,0.8388042603992886,0.32239147920142286,161.4606170654297,,F2T1f1B,F2T1f1,
F2T1f1B_carrier,F2T1f1B,0.8374302066474646,0.3251395867050708,161.4606170654297,,F2T1f1B,F2T1f1,
F2T1f2A_carrier,F2T1f2A,0.8277167607977338,0.34456647840453236,156.9409942626953,,F2T1f2A,F2T1f2,
F2T1f2A_carrier,F2T1f2B,0.8192466009344214,0.36150679813115727,156.9409942626953,,F2T1f2A,F2T1f2,
F2T1f2B_carrier,F2T1f2A,0.8353120072875931,0.3293759854248137,158.40036010742188,,F2T1f2B,F2T1f2,
F2T1f2B_carrier,F2T1f2B,0.8304891959870732,0.3390216080258537,158.40036010742188,,F2T1f2B,F2T1f2,
F2T1f3A_carrier,F2T1f3A,0.8339894063642229,0.33202118727155416,156.6896209716797,,F2T1f3A,F2T1f3,
F2T1f3A_carrier,F2T1f3B,0.8322123181415316,0.33557536371693675,156.6896209716797,,F2T1f3A,F2T1f3,
F2T1f3B_carrier,F2T1f3A,0.8347692989811919,0.3304614020376162,165.26638793945312,,F2T1f3B,F2T1f3,
F2T1f3B_carrier,F2T1f3B,0.8339699840873563,0.3320600318252873,165.26638793945312,,F2T1f3B,F2T1f3,
F2T2f0A_carrier,F2T2f0A,0.8016460997521794,0.39670780049564125,157.40573120117188,,F2T2f0A,F2T2f0,
F2T2f0A_carrier,F2T2f0B,0.8094910422697362,0.38101791546052755,157.40573120117188,,F2T2f0A,F2T2f0,
F2T2f0B_carrier,F2T2f0A,0.793119215093163,0.41376156981367407,161.60528564453125,,F2T2f0B,F2T2f0,
F2T2f0B_carrier,F2T2f0B,0.8097687204593376,0.38046255908132487,161.60528564453125,,F2T2f0B,F2T2f0,
F2T2f1A_carrier,F2T2f1A,0.8117096730487005,0.3765806539025991,160.40078735351562,,F2T2f1A,F2T2f1,
F2T2f1A_carrier,F2T2f1B,0.8077638728892736,0.3844722542214527,160.40078735351562,,F2T2f1A,F2T2f1,
F2T2f1B_carrier,F2T2f1A,0.8310140587100325,0.33797188257993493,161.8096923828125,,F2T2f1B,F2T2f1,
F2T2f1B_carrier,F2T2f1B,0.833594707268622,0.3328105854627561,161.8096923828125,,F2T2f1B,F2T2f1,
F2T2f2A_carrier,F2T2f2A,0.836783604960838,0.32643279007832393,157.83164978027344,,F2T2f2A,F2T2f2,
F2T2f2A_carrier,F2T2f2B,0.8390804184740757,0.3218391630518487,157.83164978027344,,F2T2f2A,F2T2f2,
F2T2f2B_carrier,F2T2f2A,0.8270275133956803,0.3459449732086395,156.0596923828125,,F2T2f2B,F2T2f2,
F2T2f2B_carrier,F2T2f2B,0.8342748103145032,0.33145037937099353,156.0596923828125,,F2T2f2B,F2T2f2,
